,Bid Volume,Bid Price,Ask Price,Ask Volume,stockVWAP Last,stockVWAP High,stockVWAP Low,stockVWAP
2017-03-31 09:30:00,1186.6923076923076,301.53076923076924,301.66538461538465,988.4615384615385,300.918,302.733,300.505,301.6253076923077
2017-03-31 10:00:00,1366.9,301.90166666666664,302.03833333333324,698.4,301.591,303.478,300.965,302.0295666666667
2017-03-31 10:30:00,487.3333333333333,302.1066666666666,302.2683333333334,455.6666666666667,302.616,303.781,301.3040000000001,302.14846666666665
2017-03-31 11:00:00,940.2666666666667,302.26666666666665,302.41333333333336,723.9,301.842,302.883,301.775,302.3314666666667
2017-03-31 11:30:00,1006.5666666666667,301.7283333333333,301.90500000000003,348.96666666666664,301.9,302.253,301.474,301.8033666666667
2017-03-31 12:00:00,758.1333333333333,301.96000000000004,302.09833333333324,1043.8,301.918,302.507,301.651,302.0248333333332
2017-03-31 12:30:00,643.6333333333333,303.14833333333337,303.28833333333336,467.23333333333335,306.05,306.901,301.892,303.2544
2017-03-31 13:00:00,1357.3,305.6183333333333,305.7566666666666,817.4,305.642,306.685,305.2990000000001,305.71346666666665
2017-03-31 13:30:00,1033.1666666666667,305.39333333333326,305.525,410.0,306.658,306.658,305.009,305.51243333333326
2017-03-31 14:00:00,702.5666666666667,306.16666666666663,306.2749999999999,931.2666666666667,305.708,307.282,305.499,306.2461666666667
2017-03-31 14:30:00,787.9,305.42833333333334,305.545,1164.4666666666667,304.78,306.268,304.495,305.44950000000006
2017-03-31 15:00:00,955.8333333333334,304.52500000000003,304.655,506.53333333333336,302.69,305.022,302.69,304.6043666666667
2017-03-31 15:30:00,430.93333333333334,302.61166666666657,302.755,862.3333333333334,303.427,303.427,301.749,302.6537666666666
2017-04-03 09:30:00,1342.1538461538462,303.58846153846156,303.7307692307692,493.3076923076923,303.349,304.695,303.141,303.72507692307704
2017-04-03 10:00:00,1125.5,302.8683333333333,303.0,396.53333333333336,303.166,303.529,302.068,302.9431333333333
2017-04-03 10:30:00,523.5333333333333,303.9066666666667,304.03499999999997,623.1,303.363,304.776,303.328,303.96790000000004
2017-04-03 11:00:00,771.6333333333333,303.44666666666666,303.575,645.9333333333333,303.418,304.094,303.261,303.58123333333333
2017-04-03 11:30:00,1386.8666666666666,302.9733333333333,303.1099999999999,336.1666666666667,303.133,303.385,302.673,303.11890000000005
2017-04-03 12:00:00,759.6,302.8883333333334,303.03,421.6333333333333,303.077,303.332,302.579,303.0188666666666
2017-04-03 12:30:00,611.4,303.61333333333334,303.76000000000005,440.6333333333333,303.564,304.318,303.034,303.69089999999994
2017-04-03 13:00:00,266.7,303.72166666666664,303.8366666666667,513.1,303.637,304.063,303.341,303.7595333333333
2017-04-03 13:30:00,296.3333333333333,303.55833333333334,303.69166666666666,565.0,303.3520000000001,303.82,303.3520000000001,303.61219999999986
2017-04-03 14:00:00,452.3666666666667,303.2683333333333,303.4,1075.2333333333333,303.474,303.566,303.173,303.33416666666665
2017-04-03 14:30:00,507.8333333333333,303.2016666666667,303.33333333333326,565.8666666666667,303.496,303.519,303.04,303.2865666666667
2017-04-03 15:00:00,885.8666666666667,303.86833333333345,303.97666666666663,958.3666666666667,303.808,304.254,303.608,303.9315666666667
