,Bid Volume,Bid Price,Ask Price,Ask Volume,stockVWAP Last,stockVWAP High,stockVWAP Low,stockVWAP
2017-03-31 09:30:00,132.84615384615384,540.0538461538462,540.3461538461538,326.84615384615387,541.4580000000002,541.4580000000002,538.717,540.1675384615385
2017-03-31 10:00:00,126.73333333333333,543.7249999999999,543.9350000000001,283.4,542.525,547.033,540.802,543.8549666666667
2017-03-31 10:30:00,92.8,542.3483333333334,542.5766666666666,131.66666666666666,543.08,543.235,541.556,542.5132
2017-03-31 11:00:00,153.1,542.505,542.7016666666667,1240.0333333333333,542.078,543.441,540.9630000000002,542.5872
2017-03-31 11:30:00,207.73333333333332,542.1350000000001,542.39,260.9,542.016,542.751,541.822,542.292
2017-03-31 12:00:00,147.7,541.2449999999999,541.475,243.73333333333332,539.7090000000002,542.053,539.7090000000002,541.4276666666668
2017-03-31 12:30:00,117.63333333333334,539.4716666666666,539.7033333333335,101.86666666666666,539.51,540.118,539.01,539.6012
2017-03-31 13:00:00,148.8,538.5233333333334,538.7783333333333,83.2,539.317,539.61,538.211,538.7361000000001
2017-03-31 13:30:00,131.06666666666666,538.9050000000001,539.18,138.73333333333332,538.835,539.506,538.656,539.0469666666667
2017-03-31 14:00:00,168.26666666666668,538.6516666666666,538.84,152.73333333333332,538.408,539.236,538.048,538.6844666666666
2017-03-31 14:30:00,247.0,537.2216666666667,537.4883333333332,93.06666666666666,535.159,538.645,534.3969999999998,537.4064
2017-03-31 15:00:00,319.03333333333336,535.9033333333334,536.1133333333332,193.06666666666666,537.4580000000002,537.757,534.798,536.0892333333334
2017-03-31 15:30:00,387.8,538.4416666666667,538.6516666666668,216.2,539.004,540.186,537.475,538.5002333333333
2017-04-03 09:30:00,97.6923076923077,544.8346153846153,545.0884615384616,516.7692307692307,543.37,546.893,542.961,544.9270769230769
2017-04-03 10:00:00,176.93333333333334,543.7633333333332,543.9616666666666,74.56666666666666,544.259,545.466,542.795,543.8274666666665
2017-04-03 10:30:00,166.26666666666668,543.7333333333333,543.9416666666666,108.63333333333334,540.878,545.398,540.878,543.8796333333333
2017-04-03 11:00:00,198.06666666666666,540.6933333333334,540.8416666666667,522.5,540.566,541.572,539.685,540.7548666666665
2017-04-03 11:30:00,162.1,539.3733333333333,539.5566666666666,89.4,539.751,540.67,538.067,539.4732333333334
2017-04-03 12:00:00,113.63333333333334,540.1649999999998,540.3916666666668,95.86666666666666,539.5880000000002,540.696,539.5880000000002,540.2691333333331
2017-04-03 12:30:00,166.96666666666667,539.0949999999999,539.2733333333332,151.86666666666667,537.899,539.7919999999998,537.852,539.1957
2017-04-03 13:00:00,75.8,538.1533333333334,538.4033333333333,161.33333333333334,538.107,538.927,537.857,538.2779333333333
2017-04-03 13:30:00,103.6,537.7683333333334,537.935,51.7,537.9590000000002,538.368,537.571,537.9503
2017-04-03 14:00:00,84.06666666666666,538.5833333333333,538.7483333333332,40.8,538.7130000000002,539.264,537.9169999999998,538.6055333333333
2017-04-03 14:30:00,135.56666666666666,538.2383333333335,538.3816666666668,51.53333333333333,538.596,538.674,537.9680000000002,538.3868
2017-04-03 15:00:00,179.0,537.8650000000001,538.0200000000001,56.3,537.864,538.656,537.4830000000002,538.0132666666666
2017-04-03 15:30:00,193.66666666666666,537.56,537.7833333333333,166.53333333333333,537.0930000000002,538.619,536.886,537.7059333333334
2017-04-05 09:30:00,126.92307692307692,537.2653846153846,537.4730769230771,360.84615384615387,537.887,538.146,536.164,537.2726923076923
2017-04-05 10:00:00,447.93333333333334,540.77,540.9666666666666,232.53333333333333,542.6659999999998,543.501,537.375,540.8964666666667
2017-04-05 10:30:00,158.46666666666667,541.5649999999999,541.7483333333334,32.63333333333333,542.369,542.466,540.663,541.6908333333333
2017-04-05 11:00:00,113.53333333333333,540.9283333333332,541.1166666666667,57.766666666666666,539.56,542.384,539.56,541.0073666666667
2017-04-05 11:30:00,292.2,540.0883333333335,540.1999999999999,83.83333333333333,540.265,540.504,539.727,540.1833333333333
2017-04-05 12:00:00,169.26666666666668,539.9916666666666,540.1516666666668,58.333333333333336,539.457,540.739,539.457,540.1837333333334
2017-04-05 12:30:00,158.3,539.0566666666667,539.1983333333333,49.5,538.506,539.5319999999998,538.506,539.2098333333332
2017-04-05 13:00:00,227.83333333333334,538.6433333333333,538.7733333333334,47.233333333333334,539.067,539.13,538.155,538.8051
2017-04-05 13:30:00,193.6,538.9,539.0666666666667,151.16666666666666,539.08,539.388,538.7819999999998,539.0247333333333
2017-04-05 14:00:00,114.4,540.0283333333332,540.2116666666668,118.43333333333334,539.538,542.2719999999998,539.239,540.1224333333332
2017-04-05 14:30:00,217.76666666666668,539.0799999999999,539.2516666666667,56.166666666666664,539.064,540.063,538.828,539.2655666666666
2017-04-05 15:00:00,261.3333333333333,538.8933333333332,538.9983333333333,52.2,539.134,539.39,538.732,539.0112
2017-04-05 15:30:00,256.6666666666667,538.3533333333332,538.5333333333333,284.1333333333333,537.489,539.658,537.286,538.5124000000001
2017-04-06 09:30:00,250.92307692307693,536.6884615384614,536.8846153846154,295.38461538461536,535.9259999999998,537.629,535.9259999999998,536.8190769230768
2017-04-06 10:00:00,274.23333333333335,533.3766666666667,533.5516666666666,159.93333333333334,531.6659999999998,535.9780000000002,530.539,533.4593333333333
2017-04-06 10:30:00,119.96666666666667,531.6666666666667,531.8666666666668,105.66666666666667,531.7280000000002,532.557,531.367,531.7615333333334
