,OPEN,HIGH,LOW,CLOSE,VOLUME,14dSMA,28dSMA,60dSMA,14dEMA,28dEMA,60dEMA,14dSDev,28dSDev,60dSDev,14dMOM,28dMOM,60dMOM,30-60MACD,30-90MACD,60dBBand_low,60dBBand_high,28dBBand_low,28dBBand_high,14dRSI,28dRSI,PVT,14dATR,28dATR,14dSTOCH,28dSTOCH,OSC
2017-01-04,82.355332295,83.7109395658,82.2714713084,82.9143412514,7858500.0,84.4556347172,84.6844325791,83.6514219444,84.2782858895,84.3541718547,83.5881128124,1.54288154702,1.26404818326,1.70628387557,-3.82927577844,-0.785015475075,1.18540186327,0.932648577625,0.1864793962,81.9451380689,85.35770582,83.4203843959,85.9484807624,25.2706192569,47.7658408408,-25278.9733865,1.21286738352,1.1927879178,35.8572803134,60.9609704695,138.179290628
2017-01-03,83.1658990552,83.1658990552,81.5028294513,82.355332295,10150400.0,84.7291544157,84.7124688461,83.6316652467,84.3475151346,84.3902600741,83.5959416608,1.5874066961,1.2316237864,1.72175564115,-4.20659711112,-0.303314424353,-0.289435421301,0.90549146858,0.113883525286,81.9099096056,85.3534208879,83.4808450597,85.9440926325,21.4421279737,49.1598021253,-94782.171588,1.17193962761,1.19341357523,40.4189301862,62.0781261237,204.088356383
2016-12-30,82.9982008404,83.4314350876,82.5929118701,82.9982008404,6872000.0,85.0296256379,84.7233015041,83.6364891704,84.4486316392,84.4412639353,83.6103568473,1.49918571677,1.21128994586,1.71852149452,-1.34164022256,1.49127379196,-2.85194715747,0.902452347509,0.0682029263035,81.9179676759,85.3550106649,83.5120115583,85.93459145,42.4999925781,54.0176503296,-19761.3449204,1.22884030581,1.18258484952,46.2949756162,63.2226632581,208.501660923
2016-12-29,83.1239741521,83.5572097968,82.9982008404,83.1938555124,4289800.0,85.1254570824,84.6700417258,83.684021623,84.5222506311,84.4774331746,83.6174697574,1.39886757237,1.31803301,1.73987611515,-1.50933843736,0.784979138948,-2.76730494422,0.937033812455,0.114003108412,81.9441455079,85.4238977382,83.3520087158,85.9880747358,41.7178145584,52.0372850901,-34834.9259567,1.23782491239,1.20021285991,50.3090116847,63.3366090442,191.327097715
2016-12-28,84.1441849934,84.2280347995,83.1938555124,83.26372709,4802900.0,85.2332669708,84.6420067566,83.7301433721,84.5896755021,84.5096050372,83.6223919179,1.29268046575,1.35832731512,1.76318486094,-1.80283092702,-2.19789127749,-3.05821477376,0.967891732764,0.145587976425,81.9669585112,85.493328233,83.2836794415,86.0003340717,40.4160304595,45.0605175966,-19389.6138369,1.25579412554,1.3423013056,55.1479590523,63.8030112469,186.970979534
2016-12-27,83.2497586442,83.9764769958,83.1798772838,83.8087676006,4428000.0,85.3620406084,84.7205028736,83.7811136183,84.6569761866,84.5408319862,83.6265594024,1.16486525011,1.33909886764,1.79341747288,-0.223612526858,-1.69447799322,-2.66581255074,0.948556091563,0.130908149975,81.9876961454,85.5745310912,83.381404006,86.0596017413,48.8700260142,46.1037133509,7840.28045723,1.26078565128,1.34154315964,60.7397483107,65.6421760416,174.908773816
2016-12-23,83.4314350876,83.878648961,83.3336084503,83.5851662541,4795400.0,85.3780129317,84.7810199448,83.8255438275,84.7000284033,84.5591806031,83.6244422451,1.14326159628,1.33465068394,1.8268245224,0.135579873429,-0.627598986736,-0.960633568061,0.951820496622,0.115371567336,81.9987193051,85.6523683499,83.4463692609,86.1156706288,50.6611214415,48.6243899211,-328776.576385,1.29209804845,1.366119771,63.7303318378,67.2151462698,180.245142471
2016-12-22,85.9609857637,85.9609857637,83.1239741521,83.6550364341,12106800.0,85.3683286551,84.8034341943,83.841554387,84.7566150585,84.5835935052,83.6248986102,1.1600672649,1.31900181533,1.82889050993,-1.09889672473,-1.58456959367,-2.36162885442,0.998358340934,0.133326893787,82.012663877,85.6704448969,83.484432379,86.1224360097,45.2173041397,46.6666788182,-372422.44521,1.37012245237,1.40215831919,65.9320687219,68.2444375145,211.601043392
2016-12-21,86.5479623578,87.0231215081,85.9609857637,85.9609857637,5101000.0,85.4468212783,84.8600259656,83.8809148679,84.8125274867,84.6068670564,83.6245484255,1.06881260764,1.30178554232,1.85009827032,1.49844877954,0.499367396264,-0.804991959781,1.00580363669,0.136932664339,82.0308165976,85.7310131382,83.5582404232,86.1618115079,57.9084637959,51.1514282985,-23949.1482934,1.21703633663,1.33998700555,69.7351327377,69.6608906591,130.515767496
2016-12-20,86.6457889951,86.9252934733,86.3383280596,86.7715637043,6108100.0,85.3397892226,84.8421914157,83.8943314005,84.7542356049,84.5729271381,83.5974003314,1.08821496298,1.28950645309,1.86826778073,2.64205151863,1.71235397026,0.990789758559,0.901735640693,0.0220731568871,82.0260636198,85.7625991813,83.5526849626,86.1316978688,64.6843454919,54.0240453509,81394.2099827,1.20856779469,1.35607114023,69.7648299198,69.8088829617,119.587984843
2016-12-19,85.4019656269,86.6737356695,85.4019656269,86.4361560944,5889300.0,85.151071257,84.7810359167,83.8778182379,84.6518428115,84.5178200452,83.5605183295,1.04921007742,1.23402721862,1.84665930256,1.00228455265,3.19471423071,-0.357568454909,0.800115441878,-0.120050045583,82.0311589353,85.7244775405,83.5470086981,86.0150631354,55.0289729585,57.018608993,28605.0533545,1.28558035426,1.44463027228,68.1352138155,69.3409410412,128.732453237
2016-12-16,85.7234061886,86.520004503,85.066558017,85.5976314794,17844800.0,85.0794795032,84.6669389799,83.8837777121,84.561277067,84.4697384638,83.5271050282,0.987137309368,1.22296915104,1.85561068714,0.413530283444,2.37006861874,-1.08508200867,0.65852578264,-0.282009264123,82.028167025,85.7393883993,83.4439698289,85.889908131,52.2051778731,55.4026689258,-59203.0628526,1.25420853724,1.42745772904,68.6903348305,68.1992965399,147.02835202
2016-12-15,85.9330390893,86.7436170299,85.6675030569,85.7373844172,7136300.0,85.0499416258,84.5822936721,83.9018624123,84.5086752006,84.4414687142,83.5030466697,0.976570541763,1.23809360017,1.87775241446,0.49777838947,3.37013387254,-0.834327792331,0.554500644637,-0.40590826833,82.0241099978,85.7796148268,83.344200072,85.8203872723,52.6785033451,57.438013419,-94367.0305454,1.22175323937,1.40924767769,70.1552880499,67.4935225056,142.970642373
2016-12-14,86.8833699677,87.6939465108,85.8771359576,86.1007373041,8669400.0,85.0143860266,84.4619317481,83.9157678755,84.4463100508,84.4089876084,83.4770849156,0.958511124468,1.28458367986,1.89458930242,1.41617819736,3.08131896049,-0.1656997278,0.441670634117,-0.527208338801,82.0211785731,85.8103571779,83.1773480682,85.746515428,57.4663065944,56.7149819307,-45596.9398734,1.22616242474,1.41095691605,71.4865968141,66.3114274721,148.771175728
2016-12-13,86.5619294061,87.3445606722,86.4780809975,86.7436170299,8887500.0,84.913230441,84.3518846424,83.9185295376,84.3623368846,84.3665852354,83.4465995433,0.908466114207,1.27090318224,1.89794601439,3.04426030337,3.97396903208,0.310673887656,0.320934883887,-0.660457995026,82.0205835232,85.816475552,83.0809814601,85.6227878246,65.4906590706,58.8112644064,257991.594313,1.17270845209,1.38224804985,71.5636303998,65.2428350961,115.972523377
2016-12-12,84.3258628343,86.7156605726,84.255981474,86.5619294061,9084100.0,84.6957832765,84.2099571769,83.9133516395,84.2414711087,84.3070068066,83.4082900455,0.793737381873,1.2145618917,1.89051734081,3.90328268677,4.00041474498,-0.953359354902,0.220011756406,-0.781123068382,82.0228342987,85.8038689803,82.9953952852,85.4245190686,68.2650074068,58.8595112023,193194.115452,1.21488752285,1.38946187491,68.9719046027,63.5511398892,103.345316956
2016-12-09,84.6053673126,84.8289784419,83.8646707323,84.339841063,10756700.0,84.4169773703,84.0670852218,83.9292409621,84.1236924454,84.2504889487,83.3716465212,0.773076427566,1.16178945919,1.91697648476,2.83291401453,0.779254801369,-2.52326871878,0.102690134714,-0.892094159902,82.0122644773,85.8462174468,82.9052957626,85.228874681,64.7320947736,51.8246165923,-75378.4011462,1.13632939323,1.34720910846,64.3613168042,61.4717574246,121.510802155
2016-12-08,84.8988598022,85.4858266135,84.6752486729,84.7031939498,6844200.0,84.2146263693,84.0392546931,83.9712954407,84.1127214681,84.2482494083,83.3603966425,1.09750111255,1.16434430056,1.95346719486,2.29431757631,1.18423351703,-0.938810928584,0.0258725570712,-0.95557320333,82.0178282459,85.9247626356,82.8749103926,85.2035989937,61.2983098911,52.8152860723,56497.1269111,1.16260080744,1.32862796996,60.5354293415,61.105681698,115.396969159
2016-12-07,84.1302067647,85.1364407749,84.0882832592,85.066558017,6966200.0,84.0507465424,83.996960639,83.9869422895,84.0827510697,84.2368465819,83.3447940894,1.18661300139,1.16083688364,1.96316467085,-0.395060350474,1.76960992395,-0.492193806227,-0.0477503063409,-1.04113731382,82.0237776187,85.9501069604,82.8361237553,85.1577975226,48.4619317191,54.235369995,140052.168378,1.42880848567,1.32346619369,57.3240196583,60.4852439982,118.119166436
2016-12-06,83.5467173229,84.0740057116,82.8390324392,84.0323801275,7778000.0,84.0789651389,83.9337602845,83.9951455196,84.032816336,84.2160505186,83.3247881562,1.21693795121,1.14855433029,1.96877271191,-1.47086546636,1.06846661573,-2.19242967807,-0.136679879803,-1.15536791123,82.0263728077,85.9639182315,82.7852059542,85.0823146148,43.7939179671,52.6460671777,-107702.503116,1.422300668,1.31426562421,56.9674714876,59.5289847751,139.087748365
2016-12-05,84.7816939051,84.9065734351,83.2691912696,83.4495863807,10527900.0,84.1840269579,83.8956007625,84.0316860143,84.0328384765,84.2206540722,83.3165663335,1.27472671435,1.16281722162,1.98970995853,-0.763178860165,0.804818664406,-0.49954069164,-0.227337166236,-1.24207625258,82.0419760557,86.0213959728,82.7327835409,85.0584179842,46.9613547419,52.0195125222,-138996.338729,1.44014149355,1.3033629592,58.4326237572,59.0655912845,146.239933875
2016-12-02,84.3376565021,84.8510659976,84.1572600063,84.7539331588,6674200.0,84.2385397336,83.8668572388,84.0400116925,84.0624423924,84.2399802763,83.315020715,1.25709942331,1.18400460163,1.98827757162,-0.485672868936,2.34505678533,-1.3182383591,-0.309669100569,-1.3592840366,82.0517341208,86.0282892641,82.6828526372,85.0508618404,48.0225648577,56.2178004545,50140.8039489,1.434194186,1.28800025965,58.414982715,58.8168614785,122.284619861
2016-12-01,83.8797427212,84.545800642,83.6022244848,84.4625369842,6849800.0,84.2732306528,83.7831052108,84.0619823318,84.0273446454,84.2270984523,83.2983013578,1.27892807837,1.20173959502,2.00352503575,-0.99908138328,3.2331382877,-1.92877893165,-0.431084965272,-1.48866311887,82.058457296,86.0655073675,82.5813656157,84.9848448058,45.9090894525,58.1869473367,-115271.202511,1.46293767447,1.31426608935,58.5662535708,57.6194285948,129.153070499
2016-11-30,84.8094392837,85.1424744861,83.7687302941,84.1295121857,9326100.0,84.3445936088,83.6676359862,84.0941286473,84.0052557451,84.221197371,83.2847735914,1.31759315706,1.28638553232,2.02541474867,-0.92969754837,2.35893578838,-3.56616308622,-0.545562889039,-1.61044473619,82.0687138986,86.119543396,82.3812504539,84.9540215185,46.2147018675,55.9109815113,-120951.863605,1.50357448578,1.31723976682,59.734851312,56.0955065767,155.747815695
2016-11-29,85.4477393359,86.0166658003,85.1979691786,85.4338715417,7310100.0,84.4110005765,83.5833882795,84.1535646987,83.9989489059,84.223495388,83.2749582018,1.32929565649,1.33147147018,2.07810994956,2.19242967807,3.44128280471,-1.56799752457,-0.67715461629,-1.72605691391,82.0754547492,86.2316746483,82.2519168093,84.9148597497,58.5683403099,59.1176741981,16811.3869435,1.6036801903,1.28304489695,61.9075308762,54.9766194053,118.448343739
2016-11-28,84.8233193001,85.6420062185,84.6429339028,85.1841011959,7099200.0,84.2543984567,83.4604853222,84.1796979908,83.9261170561,84.1931582635,83.2498728371,1.32866658684,1.3130322624,2.10417902186,1.9565383353,3.21925928465,-2.28955055593,-0.848987253469,-1.89765730268,82.075518969,86.2838770127,82.1474530598,84.7735175846,57.7900751083,58.6309666771,23130.7411206,1.60070692083,1.28552257069,61.8516053621,53.1359281131,122.471702542
2016-11-25,85.073089814,85.8224016749,84.8927030309,85.2396060278,4234400.0,84.1146457184,83.3455117763,84.2178571668,83.8622660097,84.1683210598,83.2273981862,1.32625053484,1.29736796765,2.14310297064,2.87235548307,4.17671483912,-0.291397572171,-1.01388194971,-2.05260961152,82.0747541961,86.3609601374,82.0481438086,84.6428797439,60.7476622807,60.7117680733,114843.91471,1.59674211601,1.28750527517,62.0873564667,51.4399067397,147.830379159
2016-11-23,83.8381144131,84.7678116625,83.7826085465,84.6845591067,7398900.0,83.9094774696,83.1963433892,84.222713793,83.7923568601,84.1414701463,83.2040174573,1.36056448427,1.31156039766,2.14578616558,1.66514076313,3.30252352015,-0.666048199499,-1.15749977045,-2.22310545966,82.0769276274,86.3684999585,81.8847829915,84.5079037868,56.1855983201,58.5735229153,225384.003438,1.59575140736,1.28899192638,60.2563035293,49.3149100302,170.930976017
2016-11-22,83.1581880513,84.1156333847,83.1581880513,83.6993567265,10984000.0,83.7905388437,83.0783961206,84.2338145963,83.7470716731,84.1278580494,83.1868143919,1.36037801465,1.32123050704,2.14993475206,0.929708728717,2.6225865348,-1.77614064404,-1.32447575813,-2.41489182488,82.0838798442,86.3837493483,81.7571656136,84.3996266276,53.6532552795,57.0575231107,256366.589065,1.5917876476,1.28056731431,60.8042628894,47.6166030095,211.612400268
2016-11-21,81.5069260067,82.7002736909,81.340408407,82.6586467193,8356000.0,83.7241310774,82.9847323158,84.2634169404,83.7494935234,84.1385980974,83.1808589369,1.38759150818,1.36772078962,2.1546736739,0.0971320582091,2.65034314336,-2.45606924413,-1.48035094249,-2.59077878967,82.1087432664,86.4180906143,81.6170115262,84.3524531054,50.4083989319,57.1215787934,-3800.69328185,1.56403622697,1.30138175525,62.096167054,46.3745267802,255.405470081
2016-11-18,82.0480943361,82.7002747458,81.3681672373,81.5069270484,11135300.0,83.7171930732,82.8900772035,84.3043514278,83.8048612404,84.1756919125,83.1869267506,1.39355877102,1.47835935058,2.14698600111,-2.05365921316,1.59575553067,-3.71879997629,-1.58557806095,-2.71364578575,82.1573654266,86.4513374289,81.411717853,84.3684365541,41.2529571936,54.5454711927,-959175.768839,1.55808882369,1.27957627594,64.9199553264,44.8352259923,309.676721784
2016-11-17,82.2562390545,82.8667813922,80.9241329317,82.4088763735,23440300.0,83.863883017,82.8330859346,84.3663314274,83.9214966559,84.2425824007,83.2064474068,1.24295173699,1.56204498649,2.11834698531,-1.11008405928,1.67900858583,-4.21834206547,-1.64015764923,-2.77807601272,82.247984442,86.4846784127,81.2710409481,84.3951309211,44.8979665245,54.8054070149,-842751.065076,1.49465513249,1.26570014349,70.8749297297,43.8439772391,271.466273969
2016-11-16,85.9611600704,86.3913170112,85.3783658111,85.4616183675,11192400.0,83.9431747355,82.7731213422,84.4366371284,83.998272177,84.2885427973,83.2157147358,1.1766309156,1.61041143043,2.12227751566,2.16467027442,3.73267897934,-0.804818664406,-1.70260030556,-2.8307969848,82.3143596128,86.5589146441,81.1627099118,84.3835327726,63.4483147833,62.1062556704,143578.871047,1.21812390171,1.163611704,75.5921748817,42.4867216745,122.529133704
2016-11-15,84.6290542026,85.5032455938,84.0185007639,85.5032455938,9725100.0,83.7885554302,82.6398113787,84.4500507729,83.9239976432,84.2591405825,83.1896185927,1.10158005561,1.53221179673,2.13138943681,2.53933208209,2.85847787756,-1.77614204158,-1.70306296229,-2.83915098654,82.318661336,86.5814402097,81.1075995819,84.1720231754,65.2246949149,58.7734373733,-6583.0603563,1.20623058042,1.19185986638,76.8669302916,39.7903615105,122.288505725
2016-11-14,85.1424735887,85.3506070591,83.7964871992,84.2127652408,12917500.0,83.6071745672,82.537722883,84.4796531402,83.8438403256,84.2279580708,83.1627355418,1.0020942585,1.42589961318,2.15842764762,1.56799752457,-1.63738275702,-3.21926068219,-1.71740150089,-2.85682697513,82.3212254926,86.6380807878,81.1118232699,83.9636224962,60.6403275724,45.5030359492,-176975.009194,1.16658442486,1.27660328971,77.7694215367,37.0859633068,152.645274156
2016-11-11,85.073089814,85.3089810767,84.3654035377,85.2396060278,8223900.0,83.495174744,82.5962008387,84.5333074849,83.825114937,84.2283388671,83.1505347844,1.01672094255,1.52712225772,2.19144071977,2.83072965427,-0.721554428901,-4.25996929182,-1.70074995816,-2.83043067316,82.3418667652,86.7247482047,81.0690785809,84.1233230964,71.519152486,47.9133276536,46388.9163388,1.14180633329,1.25430253187,78.0434694002,36.3458628119,128.953475335
2016-11-10,85.2673540769,86.4329425956,84.9204510802,85.4616183675,14321300.0,83.2929797687,82.6219706397,84.6043069731,83.7533201238,84.2029922526,83.1262609458,0.919992621572,1.57860149609,2.28185486623,4.23221967098,-0.860323496264,-2.13692484621,-1.73058364224,-2.81701809244,82.3224521069,86.8861618393,81.0433691436,84.2005721358,78.0848642316,47.5318295703,434171.858963,1.16559450422,1.26570057615,75.8006703587,35.2806064963,124.361922145
2016-11-09,82.5615150896,85.6142573054,82.5476361944,85.0592097341,16779500.0,82.9906783636,82.6526964788,84.6399223872,83.6666126471,84.1714457809,83.0991253997,0.844848235123,1.64297929624,2.31194098722,3.28863333675,-1.41537041731,-2.48382725024,-1.79672634119,-2.87727259961,82.3279814,86.9518633744,81.0097171826,84.2956757751,71.4286000485,45.8804242827,367689.806677,1.13090504786,1.23893988426,71.6585061742,34.5886100442,112.424128357
2016-11-08,83.1304301296,83.5883448601,82.7974060282,83.2414418637,7621300.0,82.7557759824,82.7032454223,84.6813195081,83.5959291,84.149194677,83.0763503168,0.663110966539,1.73874400617,2.34162281032,1.24885312664,-1.3043579585,-4.89826787048,-1.80620827687,-2.86914295016,82.3396966977,87.0229423184,80.9645014161,84.4419894285,60.2740400115,46.2279132207,103164.466016,0.9624096036,1.21515208929,67.4855017746,34.2208634609,110.363210738
2016-11-07,83.0055504936,83.3108154168,82.3672503686,83.2275628606,9755400.0,82.6665721877,82.7498296351,84.7629573059,83.6139216806,84.1719467859,83.0744320454,0.676614365038,1.77087358888,2.37571033904,1.26272094935,-2.78910242791,-5.70308653488,-1.77036154605,-2.79058803203,82.3872469669,87.1386676449,80.9789560462,84.520703224,60.3644783846,42.5610419949,44845.3476848,0.970338220537,1.24488651618,64.0576252384,32.9860180962,110.474216004
2016-11-04,83.1304301992,83.449585119,82.3256124719,82.3672505447,7262100.0,82.5763778342,82.8494404361,84.8580087481,83.6335319556,84.1956170248,83.072652751,0.68023273917,1.87417122084,2.42677896285,1.30435935605,-4.39872717884,-6.43851856929,-1.78030595213,-2.74778054926,82.4312297853,87.284787711,80.9752692153,84.723611657,60.633563864,38.1980491711,-36516.3612846,0.978268434337,1.25826772504,60.6359614555,32.5599684699,122.264743151
2016-11-03,83.0194183436,83.6438506749,82.6308883754,83.0194183436,6803900.0,82.4832093087,83.0065378354,84.965317391,83.6978041436,84.2414435898,83.0808491299,0.791332755925,2.01157491541,2.45693807902,1.63738275702,-2.76135560216,-5.99448410705,-1.74006546147,-2.64351469994,82.5083793119,87.42225547,80.99496292,85.0181127508,64.1148944444,42.7212569692,39805.2398827,0.982232445394,1.2632230361,58.3649742334,32.6854400802,113.357888816
2016-11-02,82.4227450023,83.4912117789,82.4227450023,82.7696479978,7645300.0,82.3662533975,83.1051576783,85.0652254594,83.7322367265,84.2720726896,83.0815629212,0.82621750455,2.07879598273,2.49800516779,1.69287780608,-4.02407655151,-4.98153350352,-1.71786369177,-2.54289446669,82.5672202916,87.5632306272,81.0263616956,85.183953661,64.4549817326,39.803072826,-86403.1388133,0.969346981009,1.2681786728,54.7333574443,31.9871708217,117.189533268
2016-11-01,83.5050908103,83.616092831,82.3394911932,82.5615146611,8838600.0,82.2453335542,83.248874698,85.1482510178,83.7810944948,84.3097297806,83.0851871981,0.884464068855,2.19082459064,2.50319405674,2.55321108515,-4.12119882691,-4.91402377425,-1.67415377643,-2.44027065317,82.6450569611,87.6514450745,81.0580501073,85.4396992886,69.0083552661,39.5053108916,-102492.27133,1.03872728353,1.25479795608,51.3495276903,31.9389396627,123.290935141
2016-10-31,83.6160921282,83.7687294453,83.3246936137,83.5605862616,6389000.0,82.0629613338,83.3960603704,85.230151414,83.8429962677,84.3535474149,83.0912719798,1.06005423718,2.27957466828,2.49750875842,3.64941474383,-3.01112594798,-4.49379506551,-1.63255676031,-2.35024150036,82.7326426556,87.7276601725,81.1164857021,85.6756350387,81.3842643304,41.9688818657,21715.9224908,1.00106372819,1.23646185297,46.4856526186,31.9804858494,107.338342489
2016-10-28,83.2553210927,83.8242364583,83.1581882534,83.5189604328,6952900.0,81.8022888521,83.5036005828,85.3050479985,83.8573304503,84.3734223613,83.0858188106,1.11093556572,2.35732362958,2.51391957724,2.78909264511,-2.74747659911,-3.90146029023,-1.61170811538,-2.27900755098,82.7911284212,87.8189675757,81.1462769532,85.8609242124,71.1578474646,42.7737031167,47159.3874041,1.03674515449,1.27164767899,39.8925322117,31.5124838057,108.098144152
2016-10-27,82.9777917847,83.5328393563,82.6863946543,83.2969480931,7131600.0,81.6030679489,83.6017247471,85.3700723366,83.874504975,84.3948387762,83.0807859473,1.02626251976,2.4144760357,2.51739275235,1.56800870492,-3.13599504914,-3.62732796866,-1.54352150928,-2.16541084817,82.8526795843,87.887465089,81.1872487114,86.0162007828,60.6403590414,41.7276847733,48131.0426174,1.10909950628,1.28007271409,33.5773993315,30.9025995435,106.78036845
2016-10-26,82.561515745,83.2691909269,82.3394922747,82.9639135117,5050500.0,81.4910673271,83.7137245702,85.4305278028,83.903819821,84.422356541,83.0782742642,0.905656905648,2.47186711654,2.51030798027,0.31914579547,-4.55137524925,-4.22220906793,-1.48510491914,-2.06417901889,82.9202198225,87.9408357831,81.2418574537,86.1855916868,52.0069520294,38.4506730476,41342.9415355,1.17748915234,1.28849779863,27.6719492772,30.4806020189,109.412331327
2016-10-25,82.159104914,83.3524525969,82.145226019,82.6447677163,7629700.0,81.4682711989,83.8762736863,85.5008979539,83.9515263059,84.4589112662,83.0796030721,0.869007436263,2.56849344644,2.49914538838,-3.20538028159,-4.21834206547,-5.43717316578,-1.46620535805,-1.99073719946,83.0017525655,88.0000433423,81.3077802399,86.4447671327,35.211272328,39.4736735648,125857.476003,1.38662215456,1.29196677841,22.0868972344,30.8058890817,125.419851186
2016-10-24,81.6179389267,82.6586479194,81.2987826185,82.4088763735,7163600.0,81.6972269333,84.0269287601,85.5915175067,84.0178529795,84.5043813447,83.0846556156,1.43848400556,2.61684252806,2.49239358484,-3.55228408317,-3.23312850489,-4.55674321327,-1.45969210724,-1.91068136634,83.0991239218,88.0839110915,81.410086232,86.6437712881,33.4196983799,42.3102474037,52100.3521853,1.36679873046,1.31327618696,21.7361129802,30.9510778587,124.72802172
2016-10-21,81.2293986965,81.6318075649,80.7437372709,81.2293986965,7844600.0,81.9509615107,84.1423976352,85.6674632269,84.0995192236,84.5569035255,83.0925077921,1.83289216416,2.61413112597,2.46302283591,-5.09254316724,-4.32935312673,-6.1083251936,-1.4084400464,-1.80854124258,83.204440391,88.1304860628,81.5282665093,86.7565287612,24.263619974,39.136472912,-68959.8251137,1.36580664807,1.29493937038,22.2733475806,30.5566312506,151.548462749
2016-10-20,82.1174793954,82.256239207,81.5485543157,81.7705763973,6294000.0,82.314714594,84.2970173898,85.7692686468,84.2451968941,84.6403048118,83.1141560771,2.15559747176,2.56298794474,2.40195506957,-4.70400375406,-4.45423340824,-5.67740388066,-1.41958785376,-1.75329023565,83.3673135772,88.1712237164,81.734029445,86.8600053345,25.2554397233,38.8927254605,-14630.9539974,1.34697472066,1.29741702794,24.8669858994,30.6337701871,140.698413415
2016-10-19,82.4505034696,82.6170099705,81.7150705015,81.992588737,7123300.0,82.6507148622,84.4560971543,85.8638920448,84.3708003125,84.7122322931,83.1297677209,2.41523457275,2.53848449714,2.35309107564,-2.55321108515,-1.9565383353,-6.02044906503,-1.37082474775,-1.63669393896,83.5108009692,88.2169831205,81.9176126572,86.9945816515,38.6138289282,45.5743726949,89840.5188595,1.46789457499,1.36828402403,27.2899003954,30.8249987738,136.247297201
2016-10-18,81.5485541514,82.1174792301,81.0767702377,81.9648419113,7857700.0,82.8330870826,84.5259735235,85.9642328626,84.4915103381,84.7803980157,83.1429811043,2.45773874766,2.49471162727,2.31323736905,-4.05182337726,-4.10732960667,-6.07575544573,-1.32454132621,-1.50796163976,83.6509954935,88.2774702316,82.0312618962,87.0206851507,33.9912326474,41.5137613884,58043.3267026,1.51943481182,1.41189491605,25.262041213,29.7214336044,129.129481069
2016-10-17,81.659565731,81.659565731,80.4800969291,81.0628911886,7493400.0,83.1225030381,84.6726638666,86.0654954533,84.6197555344,84.8509677107,83.1566704223,2.58300503223,2.45903965221,2.26773191853,-5.70308653488,-5.32842472721,-6.70207428276,-1.23477613828,-1.34447509267,83.7977635348,88.3332273718,82.2136242143,87.1317035188,27.1919879865,38.7191553412,-5228.6664543,1.53826701575,1.40446122518,26.9254492966,29.4107254922,158.8296606
2016-10-14,81.3404086149,81.8815772856,81.0490114875,81.3820355866,6416000.0,83.529866362,84.8629647497,86.1771966914,84.8002900127,84.9459128636,83.1809989651,2.68105279953,2.3740491621,2.18052782493,-4.39873835918,-6.31363968533,-6.34157657698,-1.14851144707,-1.18330637124,83.9966688664,88.3577245163,82.4889155876,87.2370139118,33.2981730335,37.1686249908,146935.249514,1.5442136268,1.4138772622,30.8830760637,29.6851752286,544.095394479
2016-10-13,79.6336523353,81.5069271331,79.4671361213,81.0767701917,9193800.0,83.8440619591,85.0884518813,86.2828896343,84.9737891175,85.035238639,83.2019019127,2.66769732405,2.33062295767,2.09622325851,-5.71695435759,-5.9250988746,-7.01895466045,-1.05115051785,-1.01641317247,84.1866663758,88.3791128928,82.7578289236,87.419074839,29.4000254005,38.1454830454,133645.53505,1.56701036458,1.42775367974,32.5194439264,30.6134929758,-1354.04959823
2016-10-12,80.3968335461,80.6327359103,79.8834240472,80.008303576,8940700.0,84.2524158418,85.3000625554,86.399872212,85.1715886989,85.1344545313,83.2265947538,2.64900536235,2.21921284168,1.9941293563,-6.67440991206,-7.46534817587,-7.90826180834,-1.01965864858,-0.903662977204,84.4057428557,88.3940015683,83.0808497137,87.5192753971,24.1675697908,34.6985227152,-76260.5397389,1.47086862863,1.39306352862,36.280150126,31.2613729797,-1157.14039257
