,OPEN,HIGH,LOW,CLOSE,VOLUME,14dSMA,28dSMA,60dSMA,14dEMA,28dEMA,60dEMA,14dSDev,28dSDev,60dSDev,14dMOM,28dMOM,60dMOM,30-60MACD,30-90MACD,60dBBand_low,60dBBand_high,28dBBand_low,28dBBand_high,14dRSI,28dRSI,PVT,14dATR,28dATR,14dSTOCH,28dSTOCH,OSC
2017-01-04,55.5293359741,61.3382254133,54.7602124323,61.1560731499,20977800.0,57.4015418373,56.1582251703,41.7928200668,50.3520015339,42.14351205,32.9231538526,2.24091935082,3.48324381921,15.3325735375,4.73616934633,10.3629065221,39.8584111043,13.7763235456,20.2082613472,26.4602465293,57.1253936043,52.6749813511,59.6414689895,58.5651499714,59.6168289449,3001666.69242,3.64898991346,3.62224479697,47.3564173993,81.6836922063,109.10312795
2017-01-03,53.8898988108,56.1567812603,53.4243697962,55.8531766132,15384300.0,57.0632440268,55.7881213659,41.1285132151,49.8036231749,41.6669771885,32.5951031323,1.97186413387,3.48308441545,15.3428714649,-0.141680279591,12.0023396373,34.0507401155,13.8496210961,20.0065050083,25.7856417502,56.47138468,52.3050369505,59.2712057814,49.6888890548,60.8093244728,-41911.8716035,3.42490390154,3.64899063632,44.1689303374,82.3679184947,-9.25265112261
2016-12-30,56.4401397955,57.0473389697,52.2504515276,52.4123677991,15696300.0,57.0733640468,55.3594663789,40.5610008798,49.496568177,41.3114112792,32.324857336,1.9655294888,4.14956643832,15.4185535916,-6.17321825419,8.98657368604,31.2358504886,14.0433674279,19.9664360487,25.1424472882,55.9795544714,51.2098999405,59.5090328172,35.91873948,58.5582034426,-1124470.40371,3.49285217334,3.57381312825,45.1617247317,83.8176347327,-71.8467866043
2016-12-29,56.6627822588,57.5128598884,54.7602124323,56.1770172522,9667600.0,57.5143082078,55.0385173187,40.0404033717,49.3485719892,41.0331745519,32.0914517073,1.46924535992,4.69733279415,15.5384803349,-5.06000998539,11.5368207427,35.2024105322,14.2576657324,19.9378795112,24.5019230367,55.5788837066,50.3411845245,59.7358501128,37.8404716574,61.5478048207,-507134.088931,3.35840047945,3.48273309309,50.1677538957,85.5673862028,564.750850117
2016-12-28,60.3869496081,61.0548668781,56.3794216996,56.602064163,10646300.0,57.8757374925,54.6264880064,39.4536965295,49.0019830604,40.6536060685,31.8115909163,1.71653315962,5.08384748025,15.5833889698,-4.87784962592,13.3786724734,33.2045404776,14.4166331988,19.8243279396,23.8703075596,55.0370854993,49.5426405262,59.7103354867,38.1746857018,63.1307124284,-314055.656935,3.53333196408,3.47767293853,53.939966165,86.871992914,2046.84336956
2016-12-27,58.7272663329,59.6178260663,57.7557464397,59.010624868,7048200.0,58.2241553229,54.1486782752,38.9002875215,48.6162284901,40.2538705343,31.5235394924,1.92098997689,5.50273967129,15.5536453722,0.647679254126,15.6657888908,35.3304247368,14.4775345007,19.6635184384,23.3466421493,54.4539328937,48.6459386039,59.6514179465,51.5180208135,66.0981589319,122698.384619,3.52321194411,3.35695584659,58.8514100211,88.1424287257,916.516688399
2016-12-23,57.998622871,59.1725411396,57.4521417925,58.0188608869,6355600.0,58.177892519,53.5891858148,38.3114471092,48.0886438692,39.7837472679,31.2041549448,1.90835001886,5.77954079294,15.4478118617,1.15368227667,16.1920279052,34.035796894,14.3539254395,19.2774477051,22.8636352475,53.7592589709,47.8096450219,59.3687266078,52.6413326107,66.4608931057,-243827.390371,3.6056183993,3.45598754288,62.6407613167,89.0193066461,1361.62727057
2016-12-22,58.7677484367,60.4071856,57.6545381439,57.998622871,10318200.0,58.0954866421,53.0108991039,37.7441838277,47.5846194322,39.3266985149,30.8925830699,1.94038564515,6.11994543172,15.336381766,4.37184660337,20.3614822052,31.7541715995,14.1709579747,18.8497551062,22.4078020617,53.0805655936,46.8909536722,59.1308445357,58.7237390092,69.0819333752,-407291.95469,3.72850464523,3.54779079804,67.0385632012,89.943010663,1352.1474751
2016-12-21,60.5691099675,61.0346288622,57.7557464397,59.4154276909,14083200.0,57.7832118847,52.2837033109,37.2149476343,47.0560396228,38.8587014451,30.5776260586,2.27935595422,6.6886278344,15.1726045638,8.98658178206,23.903489195,34.9881636374,13.9438912748,18.4130733434,22.0423430706,52.3875521981,45.5950754765,58.9723311453,66.7420788886,72.1078158966,1260753.00209,3.84271644376,3.55863367658,71.3658515502,90.8588625651,-1575.43976456
2016-12-20,55.2459774389,60.1845431366,55.1650152551,60.1035890489,16701100.0,57.141313186,51.4300072682,36.6318115737,46.4287186286,38.3434633011,30.2425469441,2.95081633655,7.24682134798,14.9759855805,9.04729987788,24.7940529764,35.0302143444,13.4806171355,17.6865468323,21.6558259932,51.6077971542,44.1831859202,58.6768286162,66.8934163235,73.1393946373,1313382.22039,3.75019112517,3.52104524784,72.5477042646,91.2874828411,-84.8544675215
