,OPEN,HIGH,LOW,CLOSE,VOLUME,28DSMA,28DEMA,28DSDEV,28DMOM,30-90MACD,28DBBAND_LOW,28DBBAND_HIGH,14DRSI,PVT,14DATR,14DSTOCH
2014-01-02,82.2886412614,82.5356217109,81.7123357075,82.3709612172,4439500.0,79.7202931018,82.034334307,1.70937305797,0.946772998624,-3.92683970207,78.0109200439,81.4296661598,69.018387831,-1343.08616423,1.65832533226,57.5035560987
2013-12-31,82.3709603158,83.0295940516,81.7123348121,82.8649335596,4572200.0,79.6864797805,82.0258970188,1.66375325758,0.704543956209,-4.04513015872,78.0227265229,81.350233038,66.9642743668,142545.65066,1.69360832279,51.2569729757
2013-12-30,80.6832354103,82.7002843095,80.4774190504,82.4121274102,5479900.0,79.6613174963,82.004867229,1.6186180183,-0.116362885647,-4.18439543949,78.042699478,81.2799355146,63.1268213627,132515.868041,1.6847871499,45.4755846749
2013-12-27,80.5597470291,81.0537120545,79.9834455808,80.6832351982,2943000.0,79.6654733137,81.9946595735,1.62607453823,-1.5589594419,-4.30541840702,78.0393987754,81.2915478519,54.25863763,18955.8119502,1.62598100707,40.4815217469
2013-12-26,80.4774170904,80.9713903397,80.0246079356,80.2716007349,2507800.0,79.7211504366,82.0275293921,1.68773409426,-1.60249321279,-4.44158831918,78.0334163423,81.4088845308,56.9733023462,7002.87726317,1.89060731932,37.3690509145
2013-12-24,80.2304399572,80.4362563204,79.777630787,80.1481076493,2033900.0,79.778382337,82.0715403601,1.7336378853,-0.417188109017,-4.58180832163,78.0447444517,81.5120202223,56.8452403411,116796.966306,1.9111893654,34.5861589424
2013-12-23,78.3780493917,80.1892695664,78.2545529904,80.0246090705,5701000.0,79.7932819124,82.1197496853,1.73871843575,-0.0498784403376,-4.69972969491,78.0545634766,81.5320003481,55.131926364,-239740.877657,1.95529346079,31.8477013149
2013-12-20,80.436258271,80.7244028315,77.7605919866,78.4603816304,14386600.0,79.7950632852,82.1722627338,1.73898974558,-2.26850772181,-4.83075978394,78.0560735397,81.5340530308,50.4854603733,-418873.475304,1.93765141277,29.5929039476
2013-12-19,80.8890595656,81.7123373505,80.1481058547,80.4362545203,6157800.0,79.8760814182,82.2652981085,1.72730972361,-0.0881387197375,-4.98738138254,78.1487716945,81.6033911418,59.5419528506,13671.0890638,1.83180145928,29.0318933554
2013-12-18,80.2716037271,81.383026078,79.2425013348,81.3007061194,7736600.0,79.8792292296,82.3111416447,1.72844831573,2.12601358719,-5.15514414744,78.1507809138,81.6076775453,59.9999897349,236690.003408,1.8170999962,26.3962828667
