,OPEN,HIGH,LOW,CLOSE,VOLUME,30dSMA,90dSMA,120dSMA,30dEMA,90dEMA,120dEMA,30dSDev,90dSDev,120dSDev,30dMOM,90dMOM,120dMOM,30-90MACD,30-120MACD,120dBBand_low,120dBBand_high,90dBBand_low,90dBBand_high,30dRSI,90dRSI,120dRSI,PVT,30dATR,90dATR,120dATR,30dSTOCH,90dSTOCH,120dSTOCH,OSC
2014-12-31,174.288509222,175.145906376,173.002413491,173.002413491,28206452.0,176.915002504,174.970616291,174.855820339,175.479060955,171.898175807,168.190005983,6.28587373566,5.73404644942,5.36916999645,-9.51710841054,-3.68680776264,-7.11639637905,1.9443862128,2.0591821651,169.486650342,180.224990335,169.236569842,180.704662741,41.4219474498,48.7593768032,48.2257374947,-553176.027327,3.36671282511,3.11520965991,3.09448922868,53.5092951516,55.4866205358,53.5180036293,645.111672503
2014-12-30,175.917563815,176.689221253,174.288509222,175.574604953,22184545.0,177.232239451,175.011580822,174.915123642,175.536949846,171.889638335,168.162118527,6.32165723708,5.73299679001,5.38779534564,-5.65882121708,-3.51532833182,-1.54331487738,2.22065862913,2.31711580896,169.527328296,180.302918988,169.278584032,180.744577612,44.7784810127,48.8157134604,49.6160409556,-220607.178998,3.35528086305,3.11711498691,3.10377769785,55.1856432124,55.5044907704,53.7243651852,25.5633664046
2014-12-29,176.689221253,177.975316985,176.517741823,176.689221253,20858159.0,177.420866825,175.050640026,174.927984599,175.536069699,171.861147818,168.11916377,6.35482844099,5.7488289985,5.39122368878,-4.2012460551,-1.80053402362,-1.45757516197,2.37022679934,2.49288222555,169.536760911,180.319208288,169.301811027,180.799469024,46.0674157303,49.3913043478,49.6372172429,-116773.864923,3.31241100535,3.10473036136,3.09949071208,56.37618248,55.5461370721,53.7723789445,124.056565254
2014-12-26,177.889577269,178.404015562,177.032180115,177.375138977,14978547.0,177.56090836,175.070645959,174.940131059,175.509116059,171.823819303,168.069500883,6.38437198662,5.75772138715,5.39686412309,-4.37272548592,1.54331487738,-1.20035601574,2.49026240092,2.62077730104,169.543266936,180.336995182,169.312924572,180.828367346,45.92,50.5148741419,49.7008547009,-79085.0174128,3.35242287254,3.12568895846,3.09949071208,57.3794351587,55.5150423548,53.8177779169,148.002862041
2014-12-24,178.318275846,178.746974423,176.689221253,177.803837554,17865138.0,177.706665876,175.053498016,174.950134026,175.465499841,171.780898961,168.015575252,6.42973882072,5.75307722771,5.40252472994,-2.74367089313,1.80053402362,-4.02976662428,2.6531678602,2.75653185044,169.547609296,180.352658756,169.300420788,180.806575244,47.476340694,50.6017191977,49.0096923725,215931.719202,3.40100871127,3.12092564093,3.11663865516,58.4829725675,55.3233319035,53.8557742633,149.608419102
2014-12-23,176.603481538,179.261412716,175.831824099,178.232536131,31399717.0,177.798121573,175.033492083,174.983715414,175.410843788,171.734332262,167.958852727,6.45064743509,5.7465325421,5.43285117418,-3.08662975477,5.91604036331,-4.54420491674,2.76462949023,2.81440615834,169.55086424,180.416566589,169.28695954,180.780024625,47.1786833856,51.9349411105,48.886086591,413398.077355,3.4067246923,3.13902624752,3.11235166939,59.4472671067,55.124010056,53.9738742892,149.324466989
2014-12-22,176.260522676,177.289399261,175.488865238,176.774960969,35238128.0,177.901009231,174.967758301,175.021583789,175.344889856,171.684091013,167.89931709,6.48235317681,5.74336346798,5.47138705827,-4.02976662428,2.40071203149,-3.85828719346,2.93325093054,2.87942544253,169.55019673,180.492970847,169.224394833,180.711121769,46.2519936204,50.782122905,49.0573942187,2230679.07036,3.33527492946,3.14474222855,3.10377769785,60.4623708873,54.7217643123,54.106480327,150.88651393
2014-12-19,171.71631776,176.689221253,170.687441175,176.00330353,86713650.0,178.035334785,174.941083723,175.053736182,175.311463528,171.644730642,167.847882939,6.49994290044,5.74044997185,5.49307086588,-4.37272548592,2.05775316985,-2.82941060854,3.09425106281,2.98159860339,169.560665316,180.546807048,169.200633751,180.681533694,45.9069020867,50.6718924972,49.3122134223,3987055.92095,3.35813885357,3.14474222855,3.11092267414,61.627539146,54.4790778712,54.2198922607,151.986860783
2014-12-18,171.802057475,171.973536906,167.943770282,171.88779719,52044711.0,178.181092302,174.918219798,175.077314604,175.295292535,171.611032064,167.800622369,6.50183214077,5.74026962791,5.50324408542,-3.85828719346,-0.17147943082,-5.91604036331,3.26287250311,3.10377769785,169.574070518,180.580558689,169.177950171,180.658489426,46.4228934817,49.9431818182,48.5399915362,2599021.52443,3.32098497689,3.10758835187,3.07805578323,62.961116144,54.2440155545,54.3042779211,146.585178907
2014-12-17,165.371578819,166.314715689,160.655894472,165.800277396,77589311.0,178.309701875,174.920125125,175.12661494,175.374938963,171.608892237,167.776937189,6.41057397492,5.73928083315,5.50092964143,-8.91693040267,-7.80231410233,-13.2896558886,3.38957674922,3.18308693461,169.625685299,180.627544582,169.180844292,180.659405959,40.8771929825,47.3345049795,46.6406588643,437012.780916,3.18094344172,3.06471849416,3.04304539944,64.6943554924,54.0698698637,54.4768111154,129.080475232
2014-12-16,164.771400811,170.258742598,163.571044796,164.342702234,48387978.0,178.606932888,175.006817504,175.237362072,175.598736068,171.653801922,167.788391957,6.00441856438,5.65833334929,5.44508299704,-10.3745055646,-8.14527296397,-13.5468750348,3.60011538373,3.36957081562,169.792279075,180.68244507,169.348484155,180.665150854,39.0596745027,47.2108044627,46.5711805556,-1225817.50275,3.0523338686,3.03423326202,3.01017850853,66.9243917901,54.2051948882,54.8592967447,-14.358256143
2014-12-15,168.886907151,168.972646867,163.656784511,165.200099388,63574010.0,178.95274974,175.097320537,175.350252698,175.861833387,171.710328178,167.808359813,5.42539441713,5.5499504706,5.35702934877,-10.4602452801,-5.91604036331,-13.8040941811,3.85542920295,3.60249704249,169.993223349,180.707282047,169.547370067,180.647271008,38.9891696751,47.9812755998,46.5106198526,-2296049.55965,2.93229826703,2.99517405833,2.97302463185,69.5479745565,54.3394889375,55.2493132457,-4.85632577223
2014-12-12,171.71631776,171.88779719,167.515071705,167.772290851,51044526.0,179.301424583,175.163054319,175.465286816,176.111039606,171.760662457,167.823474778,4.81258962457,5.46580740296,5.28496486371,-6.687697802,-2.82941060854,-12.6037381653,4.1383702638,3.83613776698,170.180321952,180.75025168,169.697246916,180.628861722,42.750929368,49.0207715134,46.7945922372,-1034313.77,2.82941060854,2.96278349918,2.94587372197,72.0639443172,54.3717546389,55.6464758812,-106.078000439
2014-12-11,171.459098613,174.631468084,171.373358898,172.230756052,40900393.0,179.524347843,175.194492215,175.570317967,176.305948619,171.791498831,167.823771391,4.39708869907,5.43084522251,5.25595380415,-2.14349288526,5.23012264003,-9.00267011808,4.32985562822,3.95402987567,170.314364163,180.826271771,169.763646992,180.625337437,47.4332648871,51.8208955224,47.667703243,-406322.01213,2.78654075083,2.96278349918,2.93301276466,74.4547258143,54.280226963,55.9747677105,-154.181148815
2014-12-10,174.031290076,174.031290076,170.001523451,171.030400036,45310201.0,179.595797606,175.136379741,175.645340218,176.40120173,171.788102683,167.798232647,4.29061191385,5.49056878782,5.27211127381,-5.23012264003,1.88627373903,-12.6894778807,4.45941786484,3.95045738753,170.373228945,180.917451492,169.645810953,180.626948529,43.8383838384,50.6524317912,46.7343336275,-869074.69222,2.81226266546,2.95516219114,2.93587075517,76.4334056011,53.8369713219,56.1733566633,-181.159722519
2014-12-09,172.659454629,174.631468084,171.030400036,173.688331214,32532335.0,179.770135027,175.115421144,175.751085867,176.526738269,171.793960916,167.779502,4.02885020177,5.50998405142,5.30592054426,0.514438292462,3.85828719346,-9.68858784136,4.65471388327,4.01904915986,170.445165323,181.057006412,169.605437092,180.625405195,50.6,51.3529765484,47.4765520322,-757733.408007,2.78082476981,2.94087223857,2.91443582632,78.9220043333,53.5478400902,56.4702612789,-237.743122846
2014-12-08,176.260522676,178.0610567,173.94555036,174.631468084,37627897.0,179.752987084,175.072551286,175.831824099,176.593082889,171.779314451,167.74525983,4.05662776223,5.53615945999,5.34781702218,0.428698577051,6.51621837118,-6.51621837118,4.6804357979,3.92116298476,170.484007077,181.179641122,169.536391826,180.608710746,50.499001996,52.2727272727,48.314108252,-668281.804865,2.75224486467,2.95897284516,2.90729085004,80.6082638188,53.1924209797,56.6825665857,252.360861457
2014-12-05,178.489755277,178.575494992,176.689221253,177.375138977,22389231.0,179.738697132,175.00014886,175.886125919,176.638933461,171.757262808,167.705353578,4.07599984535,5.58439255666,5.36856879424,4.88716377838,5.0586432092,-3.60106804723,4.73854827167,3.85257121243,170.517557125,181.254694713,169.415756303,180.584541417,55.8282208589,51.7465956187,49.0557553957,-496873.004653,2.68365309234,2.95992550866,2.89085740458,82.3139039089,52.5407429087,56.8105189078,24.0669386798
2014-12-04,179.518631862,179.690111293,176.603481538,178.0610567,29816611.0,179.575791672,174.943941713,175.916134819,176.621725473,171.713827761,167.649316104,4.26691313433,5.58567717335,5.38699482695,7.71657438692,7.37361552528,-2.4864517469,4.63184995916,3.65965685276,170.529139993,181.303129646,169.35826454,180.529618886,58.8932806324,52.5294117647,49.3471409275,136425.587728,2.76367682672,2.97612078824,2.89657338561,83.1742906027,52.0995316825,56.8558489948,48.3237841533
2014-12-03,178.661234708,181.319165886,178.0610567,180.547508447,34360877.0,179.318572526,174.862012652,175.936855251,176.588082701,171.664753656,167.588978786,4.58230360286,5.59351404266,5.40008036826,7.97379353315,8.65971125644,-1.88627373903,4.45655987432,3.38171727531,170.536774882,181.336935619,169.268498609,180.455526694,59.2445328032,52.9970326409,49.5031616983,583625.231077,2.72652295005,2.95802018165,2.88442692593,83.5773614873,51.5416477064,56.8705765735,73.522773417
2014-12-02,177.889577269,179.00419357,177.546618408,177.718097838,25232681.0,179.052779408,174.765793638,175.952574199,176.495535511,171.596075918,167.513882349,4.7372009931,5.56904204544,5.41633506321,8.74545097185,4.11550633969,-4.02976662428,4.28698577051,3.10020520971,170.536239135,181.368909262,169.196751592,180.334835683,59.9609375,51.4354066986,48.926450434,-1050677.7901,2.74938687416,2.95135153712,2.86799348047,83.639619033,50.9832596497,56.8630636934,60.2934265525
2014-12-01,178.661234708,179.175673,175.917563815,177.460878692,48967079.0,178.761264376,174.72006579,175.986155587,176.466959471,171.548742999,167.454747406,5.07892668191,5.56141922101,5.43981475748,10.2887658492,2.57219146231,-5.91604036331,4.04119858634,2.77510878878,170.54634083,181.425970345,169.158646569,180.281485011,61.320754717,50.890736342,48.4353741497,-1637213.58649,2.81512065597,2.95897284516,2.87442395913,83.731151928,50.6275026663,56.9185125086,61.0039471584
2014-11-28,184.148576494,185.005973648,181.061946739,181.490645316,31185231.0,178.418305514,174.691485884,176.035455923,176.44372771,171.503032823,167.396760262,5.4997122115,5.55377998491,5.47995237091,19.2056962519,6.85917723282,-4.11550633969,3.72681962983,2.38284959078,170.555503553,181.515408294,169.137705899,180.245265869,70.7407407407,52.4390243902,48.9010989011,-541003.235058,2.91515032395,2.91419766044,2.85298903028,83.2940086444,50.3503913775,57.0232909337,357.185277083
2014-11-26,184.920233933,185.606151656,183.977097063,184.748754502,19296140.0,177.778115639,174.615272804,176.06975181,176.325761603,171.425812738,167.315083745,6.2026379929,5.50628883858,5.52705603485,22.2065862913,9.1741495489,-1.11461630033,3.16284283513,1.70836382955,170.542695775,181.596807844,169.108983965,180.121561643,75.6435643564,53.3168009919,49.6975337366,-172053.402567,2.94087223857,2.88752308232,2.83584108719,81.4967044214,49.9063616373,57.0706823632,157.497534831
2014-11-25,185.949110518,186.120589949,184.491535356,184.663014787,28028039.0,177.037896096,174.513337809,176.079040279,176.128883477,171.322805246,167.214052363,6.65094072368,5.40048686199,5.54267856342,23.6641614532,9.43136869513,1.02887658492,2.52455828708,0.958855817338,170.536361715,181.621718842,169.112850947,179.913824671,76.4367816092,53.4034653465,50.2759889604,-169934.612094,3.08948774528,2.89323906334,2.85941950893,79.1332397039,49.3938729215,57.0318409673,234.380225602
2014-11-24,185.949110518,186.635028241,184.23431621,185.863370802,24003527.0,176.249090714,174.408544824,176.070466307,175.929407614,171.219664224,167.112932136,7.10331977409,5.29173584612,5.53006986898,26.1506132001,6.51621837118,5.74456093249,1.84054589081,0.178624407105,170.540396438,181.600536176,169.116808977,179.70028067,79.1586998088,52.303030303,51.5220354384,246376.140965,3.23238727097,2.94563555609,2.88013994016,76.3011771428,48.8664276597,56.9379720998,339.277721789
2014-11-21,186.635028241,186.720767956,184.663014787,185.777631087,36181498.0,175.377403608,174.336142397,176.022594966,175.697212231,171.106445073,167.004269349,7.47750230612,5.17657286793,5.469112786,23.3212025916,5.14438292461,7.5450949561,1.04126121048,-0.645191358462,170.55348218,181.491707752,169.159569529,179.512715265,74.5487364621,51.8028846154,51.9801980198,166595.391108,3.27525712867,2.96945214371,2.8837124283,73.1322621868,48.511944168,56.7192623705,35.5729914225
2014-11-20,184.148576494,185.606151656,183.719877917,184.577275071,21197360.0,174.600030188,174.278982587,175.959719175,175.461593609,170.993013437,166.89547347,7.57066881896,5.07624620012,5.39894237361,17.7481210899,0.428698577051,4.28698577051,0.321047601037,-1.35968898688,170.560776801,181.358661548,169.202736387,179.355228787,67.5126903553,50.1478415139,51.1200716846,-208698.793353,3.39243473973,2.98564742329,2.8837124283,69.9977799361,48.2290250776,56.4543669026,227.457746359
2014-11-19,185.777631087,185.863370802,183.891357348,185.177453079,33735372.0,174.008426152,174.274219269,175.923994293,175.248524655,170.887985434,166.793003194,7.45671880811,5.0666662708,5.35544903343,14.3185324735,4.54420491674,4.54420491674,-0.265793117771,-1.91556814179,170.56854526,181.279443327,169.207552999,179.34088554,63.2329635499,51.5362318841,51.1888739345,550997.838906,3.49532239822,3.01517999193,2.87942544253,67.0927443587,48.1631043559,56.2744636415,1048.77547402
2014-11-18,183.29117934,186.292069379,183.205439625,185.949110518,36774056.0,173.531141736,174.223728104,175.886125919,175.016446955,170.77750504,166.686460659,7.16989687894,4.97866891491,5.30529922049,18.8627373903,4.88716377838,5.65882121708,-0.692586367813,-2.35498418327,170.580826699,181.19142514,169.245059189,179.202397019,66.5165165165,51.6560139454,51.4838129496,865660.031881,3.5953520662,3.01613265543,2.87942544253,65.0186474785,47.8873323896,56.0862452507,191.033873566
