,OPEN,HIGH,LOW,CLOSE,VOLUME,30dSMA,90dSMA,120dSMA,30dEMA,90dEMA,120dEMA,30dSDev,90dSDev,120dSDev,30dMOM,90dMOM,120dMOM,30-90MACD,30-120MACD,120dBBand_low,120dBBand_high,90dBBand_low,90dBBand_high,30dRSI,90dRSI,120dRSI,PVT,30dATR,90dATR,120dATR,30dSTOCH,90dSTOCH,120dSTOCH,OSC
2014-12-31,151.407878813,152.40360329,148.725846754,148.902507548,1497795.0,145.843599127,137.950787416,136.810343843,140.604983,131.865030288,127.815927375,3.81768191895,7.64281135766,7.08781542523,4.94650224148,13.8919624639,11.7559728596,7.89281171151,9.03325528385,129.722528418,143.898159268,130.307976058,145.593598773,55.3324099723,55.5972563738,53.6607321464,-64046.511761,2.78481652167,2.61993311362,2.52276967673,75.0935631897,59.5759655026,58.7277359714,-151.529583105
2014-12-30,155.567437516,155.567437516,151.038497152,151.375758669,1436639.0,145.678715719,137.796432277,136.712377403,140.411037557,131.733304167,127.693732833,3.78771451129,7.55896586491,6.99997544003,9.60392318314,15.7709909128,13.5547009474,7.88228344195,8.9663383163,129.712401963,143.712352843,130.237466412,145.355398142,60.4181184669,56.4520367937,54.2686627554,-14895.8701115,2.75751439891,2.60405148665,2.50443442762,75.8563592421,59.3176899011,58.7326173435,-28.4070959694
2014-12-29,153.431447912,156.209840405,153.351147551,155.663797949,1952205.0,145.358584946,137.621199045,136.599421562,140.15474935,131.581437504,127.556497684,3.69430857136,7.42219611242,6.86951762916,13.217439431,20.4926521433,18.7421042721,7.73738590154,8.75916338476,129.729903932,143.468939191,130.199002932,145.043395157,65.5576559546,58.6567164179,56.0310077519,55220.9321304,2.64241721472,2.56854088254,2.48128115685,75.873256623,59.0143360786,58.6962820965,91.0615834911
2014-12-26,152.098461918,154.3629321,151.664839968,153.720529212,2201028.0,144.918003632,137.39350291,136.443237359,139.792242524,131.395243443,127.393618159,3.17452059744,7.17260851946,6.64171222613,9.95724477182,19.2239064385,16.6864150289,7.5245007221,8.47476627266,129.801525133,143.084949585,130.22089439,144.566111429,61.8956254797,58.2087505143,55.4335320573,51193.7074686,2.65044725082,2.55194547458,2.47030677417,75.1901329153,58.5383522928,58.522990537,87.5219452856
2014-12-24,149.255829137,152.564204012,148.982807909,151.616659752,1153833.0,144.586095473,137.179903949,136.304183901,139.466684255,131.222634267,127.241055543,2.7088226144,6.96414232833,6.44882415966,5.10710296361,19.0151254997,15.257068602,7.40619152347,8.28191157217,129.855359741,142.75300806,130.215761621,144.144046278,56.0090702948,58.1341027755,55.0147804054,25883.0665449,2.70237481764,2.54355854798,2.46455191496,74.7133009801,58.0233738106,58.3566612897,33.2354805918
2014-12-23,149.014928053,149.705511158,148.099503937,148.950687764,1271577.0,144.415858707,136.968624777,136.177041662,139.18269204,131.064956707,127.099800334,2.39392428793,6.80792649873,6.29290915306,1.1402651271,15.9637117793,13.0086584922,7.44723393024,8.23881704507,129.884132509,142.469950815,130.160698278,143.776551276,51.3861772745,56.9646860987,54.3399057008,6478.25484242,2.65258859378,2.52642780429,2.44675200159,74.6883858023,57.3990738921,58.1789650639,100.23989373
2014-12-22,148.211924443,148.806147115,147.232260038,148.34040502,1644053.0,144.37784987,136.791250202,136.068636175,138.954375963,130.926672141,126.973175458,2.32757370297,6.69933080923,6.18208509164,1.94326873773,15.6585704073,10.0214850607,7.58659966799,8.30921369494,129.886551083,142.250721267,130.091919393,143.490581011,52.3171198774,56.8497962625,53.3043846643,17184.5874109,2.6938094458,2.53320872367,2.46629175612,74.9053756453,56.7954357946,57.9849051561,97.0060189522
2014-12-19,147.922843143,149.127348559,146.493496716,148.227984515,3486406.0,144.313074245,136.617266086,135.985123799,138.734987933,130.792036831,126.849353108,2.2388434421,6.59859700774,6.08179091135,3.08353386482,16.2527930792,7.09855191797,7.69580815904,8.32795044585,129.903332888,142.066914711,130.018669078,143.215863094,53.5794183445,57.0729661728,52.2996878252,73353.7662572,2.72378824726,2.52803381151,2.48021048537,75.0446388978,56.1741941766,57.8675699328,96.578307374
2014-12-18,145.2889913,147.585581626,143.939945234,147.553461482,2206600.0,144.210289783,136.436679496,135.9259692,138.513099656,130.65722974,126.725464433,2.12057168387,6.49891691757,5.99562155688,0.915424116119,16.9433761843,4.76984144715,7.77361028665,8.28432058301,129.930347643,141.921590757,129.937762579,142.935596414,51.0428100988,57.3294428234,51.5355185606,121753.059189,2.76340309205,2.52375112559,2.47392029042,75.0427135994,55.5121781697,57.8463375132,101.712209512
2014-12-17,140.920651658,144.132666101,140.181888336,143.811464656,2759740.0,144.179775646,136.248419761,135.886220521,138.301791215,130.526595471,126.604766427,2.07694347429,6.41817431841,5.93337594883,3.46897559792,13.217439431,2.44113097632,7.93135588482,8.29355512453,129.952844573,141.81959647,129.830245443,142.666594079,53.734439834,55.9081119885,50.7978165022,77115.2769862,2.86297553977,2.49591366709,2.46481958283,75.2339845925,54.7582915861,57.8711093807,11.7793347715
