,OPEN,HIGH,LOW,CLOSE,VOLUME,30DSMA,90DSMA,120DSMA,30DEMA,90DEMA,120DEMA,30DSDEV,90DSDEV,120DSDEV,30DMOM,90DMOM,120DMOM,30-90MACD,30-120MACD,120DBBAND_LOW,120DBBAND_HIGH,90DBBAND_LOW,90DBBAND_HIGH,30DRSI,90DRSI,120DRSI,PVT,30DATR,90DATR,120DATR,30DSTOCH,90DSTOCH,120DSTOCH,OSC
2014-12-31,192.710682515,195.769110168,192.16453472,192.273764279,7628772.0,189.308181752,179.570973397,179.614968636,182.30379184,173.236290746,168.197131338,4.4647753585,8.23690328354,7.20444926209,11.4691036968,13.8721539952,10.9775706812,9.73720835549,9.69321311644,172.410519373,186.819417898,171.334070113,187.80787668,59.5108695652,54.4686840253,52.7257933279,-16974.5512829,3.69560008008,3.27567310875,3.13215760482,77.268769057,63.9740675621,73.0880350296,-86.7761772534
2014-12-30,192.382993838,194.567585019,191.618386925,191.618386925,5253454.0,188.925878295,179.416838352,179.52348888,182.070754781,173.089101552,168.05760975,4.68755824101,8.12556899741,7.11145589933,10.0491194296,12.670628846,9.66681597302,9.50903994332,9.40238941556,172.412032981,186.634944779,171.291269355,187.54240735,58.3182640145,54.0845070423,52.4003254679,-6174.9658364,3.63370332997,3.24654522634,3.11713854045,78.0499407181,63.8550922618,73.1568072459,-88.3552242331
2014-12-29,191.236083469,193.693748547,190.799165233,193.202215531,4796662.0,188.590907648,179.276053587,179.44293208,181.847589458,172.945841415,167.921077226,4.84492918462,8.0208800433,7.02755327088,12.2883253894,12.7252436255,9.61220119351,9.31485406063,9.14797556768,172.415378809,186.470485351,171.255173544,187.29693363,60.3305785124,54.1035575907,52.3861171367,73477.0497479,3.58819101371,3.23683593221,3.12077952575,79.0634776844,63.8006455479,73.2570348197,-1.74757506712
2014-12-26,190.635320894,193.25683031,190.471476556,191.727616484,4550364.0,188.181296801,179.134661991,179.362830403,181.582187655,172.789228172,167.77457508,4.95971992866,7.88361760296,6.92341329623,10.9229559017,11.0321854607,10.5406524452,9.04663481015,8.81846639798,172.439417107,186.2862437,171.251044388,187.018279594,59.3984962406,53.5866477273,52.6045883941,30620.921605,3.58819101371,3.22712663807,3.12214489524,79.6965044112,63.7473012058,73.364437609,-14.6683154038
2014-12-24,190.744550453,191.782231264,189.92532876,190.198402658,2602398.0,187.817198271,179.012082153,179.274991633,181.345049497,172.64280498,167.635768874,5.08963509897,7.77057120004,6.83147571906,9.72143075252,10.9229559017,8.68374994186,8.80511611855,8.5422066383,172.443515914,186.106467352,171.241510953,186.782653353,58.5412667946,53.5536602701,52.1585663861,100447.607461,3.55178116071,3.2113490351,3.1116770625,80.6852760887,63.7444096572,73.4477387526,-56.548783488
2014-12-23,190.799165233,192.273764279,189.761484422,190.635320894,8147722.0,187.49315058,178.890715976,179.20262705,181.138112176,172.507072885,167.505019723,5.24005053725,7.6786498477,6.76041678451,10.3768081066,13.2167766411,8.08298736727,8.60243460348,8.2905235294,172.442210266,185.963043835,171.212066128,186.569365824,59.1522157996,54.2605633803,52.0032485111,229434.209039,3.57726805781,3.21923783659,3.11395267831,81.8856415814,63.7422248211,73.5734725125,-48.5839107224
2014-12-22,186.266138533,188.232270596,186.047679415,188.177655816,7583856.0,187.147256976,178.743862902,179.135268822,180.916125446,172.366913285,167.370980704,5.36644503632,7.57722687308,6.68540022634,8.35606126481,11.5783332558,7.97375780825,8.40339407372,8.01198815391,172.449868596,185.820669049,171.166636029,186.321089775,57.6423576424,53.7722419929,51.977248104,-29972.8929238,3.5080893371,3.20163974097,3.10849120036,83.0913055055,63.6689108776,73.7164896605,-110.596088715
2014-12-19,187.249204565,187.467663683,185.064613384,185.173842943,17444212.0,186.868721601,178.615214755,179.06882084,180.746395219,172.24467159,167.250406747,5.52561242365,7.51327794236,6.63420087697,6.33531442299,6.88146221808,5.29763361233,8.25350684551,7.79990076015,172.434619963,185.703021717,171.101936813,186.128492697,56.0165975104,52.2613065327,51.3313203404,-255205.270102,3.4862434253,3.20831488069,3.09392725916,84.6967554972,63.6425908185,73.9226283257,-175.695505309
2014-12-18,190.963009571,191.181468689,184.682309928,186.812286328,17582942.0,186.657544453,178.538754064,179.024673894,180.642908534,172.144708915,167.146540849,5.71058575609,7.48072744827,6.61081914272,10.1037342091,6.93607699759,8.84759428039,8.11879038939,7.63287055948,172.413854751,185.635493036,171.058026616,186.019481512,59.50668037,52.2800718133,52.2203947368,96532.7955492,3.48806391795,3.2113490351,3.09256188967,86.7580527174,63.7581681527,74.187582624,-138.803534286
2014-12-17,184.300006471,188.341500155,182.443103968,187.904581919,10161624.0,186.320753313,178.461686542,178.950943941,180.498706164,172.031305626,167.032578077,5.9921458821,7.43009149384,6.5724616215,11.0321854607,7.86452824923,8.41067604432,7.85906677128,7.36980937152,172.37848232,185.523405563,171.031595048,185.891778035,60.5648535565,52.6011560694,52.1061269147,-156604.004473,3.34424499857,3.15794791736,3.06388913043,88.039167885,63.8749449073,74.36178429,-111.50313602
