,OPEN,HIGH,LOW,CLOSE,VOLUME,28DSMA,28DEMA,28DSDEV,28DMOM,30-90MACD,28DBBAND_LOW,28DBBAND_HIGH,14DRSI,PVT,14DATR,14DSTOCH
2014-01-02,135.438522249,136.451242843,135.215387086,135.249711215,5919600.0,138.769077972,135.604225047,2.528338782,-5.93957546454,4.5521156404,136.24073919,141.297416754,36.4934575118,-98068.2456418,1.87094673568,34.5209811523
2013-12-31,137.206479106,137.292307453,135.45569274,136.21092658,6348200.0,138.981205667,135.613110657,2.47063448349,-4.48403437689,4.76346317841,136.510571184,141.451840151,34.3940678739,-59021.797897,1.9567695652,32.6649080129
2013-12-30,137.189325118,137.429628356,136.4512439,137.429628356,4370100.0,139.141349752,135.598126872,2.42939832261,-2.31078108557,4.97390497918,136.711951429,141.570748075,36.2113030375,-11034.7992282,1.91753620115,33.0617308171
2013-12-27,138.23635536,138.562486943,137.223646779,137.515442218,3511300.0,139.223877648,135.552221731,2.40825383289,-2.37837208554,5.1204086532,136.815623815,141.632131481,36.4461113819,12492.3689805,1.93715433496,33.2799471186
2013-12-26,136.897514545,137.841574863,136.519890762,137.841574863,3459100.0,139.308819508,135.503015156,2.387619117,-1.25109091952,5.21456824317,136.921200391,141.696438625,47.6084439018,21983.3016001,2.02665608147,33.4270272209
2013-12-24,137.223646013,137.584101724,136.65720948,137.017666907,3147300.0,139.353501327,135.444401,2.37079132639,-1.08634929657,5.30044620805,136.98271,141.724292653,41.4394561091,-2807.97363425,2.05117564739,30.1505942305
2013-12-23,137.875899403,138.081878509,136.502735112,136.966175228,5312200.0,139.392299516,135.40496833,2.33983643865,-1.51284682548,5.46641285691,137.052463077,141.732135954,39.7678961673,11546.6314597,2.12228654183,28.8282353123
2013-12-20,136.828855349,138.202031661,136.828855349,137.069158586,11265000.0,139.44632976,135.365837909,2.29884665358,-2.65420088968,5.6165037659,137.147483106,141.745176413,38.7461083576,-44719.6336865,2.13822489133,29.4077140484
2013-12-19,137.601272642,137.601272642,135.919131102,136.880359498,7341000.0,139.541122649,135.323145519,2.25142747802,-2.43390913929,5.66541496757,137.28969517,141.792550127,36.5999879657,184411.980027,2.12473838856,30.4155718267
2013-12-18,135.112391873,138.047557258,133.086964402,138.013219396,9691100.0,139.628047975,135.284115177,2.19106964788,1.01715957055,5.69498482126,137.436978327,141.819117623,37.8881722421,165770.287017,2.10634753953,32.2097042027
2013-12-17,135.713163707,135.764655909,134.339987398,134.614628496,8794000.0,139.591720847,135.215712331,2.22697242781,-2.97802696124,5.7052974759,137.36474842,141.818693275,21.6495011599,-77224.4991318,1.84519919548,34.1010691557
2013-12-16,135.919129945,137.463950923,135.472859619,135.83331533,6623000.0,139.698078953,135.230778023,2.0440704135,-1.3672843122,5.79686729153,137.65400854,141.742149367,22.0472594983,20713.6215377,1.84887727043,39.4740917729
2013-12-13,135.987790956,136.674379968,135.335539805,135.798978205,7909000.0,139.746910536,135.215675901,1.96305018221,-1.77662728641,5.86225186692,137.783860354,141.709960718,25.5638521578,-277182.522698,1.818226129,45.5738995861
