,OPEN,HIGH,LOW,CLOSE,VOLUME,28DSMA,28DEMA,28DSDEV,28DMOM,30-90MACD,28DBBAND_LOW,28DBBAND_HIGH,14DRSI,PVT,14DATR,14DSTOCH
2014-01-02,82.4390980951,83.4666629035,81.6796002761,82.5284552475,6127200.0,74.2266337509,73.5935420816,4.89667661182,12.3753505809,2.70688977322,69.3299571391,79.1233103627,82.1917614813,-29999.8438372,2.53378503627,71.6852989263
2013-12-31,83.3773037347,84.8516230008,83.0198974712,84.7175939764,6111300.0,73.7846569445,73.3695955241,4.6729905993,13.5369264087,2.48400436246,69.1116663452,78.4576475438,81.6326244437,209030.704341,2.51782904748,66.9669377161
2013-12-30,81.8136338226,83.2879531195,80.4286716781,82.9752187233,5684000.0,73.301195287,73.0851668855,4.17355774362,11.7498817149,2.22835650145,69.1276375434,77.4747530306,80.2438746645,156821.226946,2.60399007709,63.393366092
2013-12-27,81.2775131115,82.08169174,80.518015293,81.8136336863,4570400.0,72.8815566543,72.8372805299,3.7322097928,9.29267569125,2.03277348217,69.1493468615,76.6137664471,80.7600700654,99184.8305371,2.6454754287,59.5891672751
2013-12-26,80.2946380271,82.081691717,80.2499616846,80.4733478636,5170100.0,72.5496753796,72.6122953117,3.29622395941,7.95238986858,1.77960751257,69.2534514202,75.8458993391,80.7142631028,56988.9721205,2.70610777244,54.2817390691
2013-12-24,79.0436959339,81.4115465402,77.7927628193,80.115937083,3768200.0,72.2656614558,72.4152642243,2.90794024182,10.0075064617,1.56565737132,69.3577212139,75.1736016976,75.0566805452,310840.92773,2.68696140184,48.5065876242
2013-12-23,77.6140570975,80.1606041274,77.6140570975,79.4011063126,8671300.0,71.9082505107,72.2222529275,2.49269428276,9.91814455732,1.19831846231,69.4155562279,74.4009447935,73.255801969,481363.52186,2.61675572338,43.7729273852
2013-12-20,74.8441304445,77.1672913507,74.8441304445,76.9439141028,8179100.0,71.5540310622,72.0423206246,2.05472452008,11.2584395892,0.852821323221,69.4993065421,73.6087555823,65.8227851404,226794.926413,2.55293317521,39.2440725344
2013-12-19,74.0399516153,75.4695945918,74.0399516153,75.0675075046,7487800.0,71.151943934,71.9194660467,2.0624809779,9.02462681504,0.674115830591,69.0894629561,73.2144249119,53.4313843129,1240703.72495,2.57527151858,36.0258561875
2013-12-18,71.4487216154,75.6929696304,70.1977840417,74.844128069,15790400.0,70.8296358335,71.8405628683,2.1319051557,6.96951482653,0.541575871542,68.6977306778,72.9615409892,50.5938423709,1122741.77583,2.62313934762,35.21973538
