,OPEN,HIGH,LOW,CLOSE,VOLUME,30dSMA,90dSMA,120dSMA,30dEMA,90dEMA,120dEMA,30dSDev,90dSDev,120dSDev,30dMOM,90dMOM,120dMOM,30-90MACD,30-120MACD,120dBBand_low,120dBBand_high,90dBBand_low,90dBBand_high,30dRSI,90dRSI,120dRSI,PVT,30dATR,90dATR,120dATR,30dSTOCH,90dSTOCH,120dSTOCH,OSC
2014-12-31,60.6062649695,60.641491967,59.3733200571,59.3733200571,9369464.0,60.6027422697,59.3314390711,58.3979725638,59.1580818284,56.4672982126,55.3755658205,2.14478388638,2.0519687018,2.57792579575,-0.695733200571,3.01190828601,1.51476089238,1.27130319857,2.20476970586,55.8200467681,60.9758983596,57.2794703693,61.3834077729,48.2713347921,53.0031612223,51.1497326203,-174575.401256,1.22942221265,1.06835655187,1.02539918548,59.7909488633,70.6213606163,72.0307586735,132.975373462
2014-12-30,60.289221992,60.7295594607,60.1307005032,60.3244489895,9222049.0,60.6259333764,59.2979734235,58.3853495564,59.1530508733,56.4448301611,55.3523992949,2.13477003382,2.07570141636,2.57681813246,0.590052208079,3.45224575473,1.9550983611,1.32795995288,2.24058381998,55.808531424,60.9621676889,57.2222720072,61.3736748399,51.5124153499,53.472714387,51.4939434724,-52086.8903611,1.20241484791,1.06346391333,1.02040869417,60.2103167072,70.7558010741,72.314668316,118.493537732
2014-12-29,60.3949029845,60.8528539519,59.8488845233,60.500583977,8694509.0,60.6062649695,59.2596151374,58.3690570701,59.1256707402,56.414834691,55.3235867832,2.14035437848,2.0883788229,2.57062806109,0.660506203073,3.91019672219,2.67725180979,1.3466498321,2.23720789939,55.798429009,60.9396851312,57.1712363144,61.3479939603,51.6991391029,53.9250353607,52.034261242,-21482.1442128,1.21004736403,1.06600808537,1.02627986042,60.1507564212,70.8667689596,72.5687913959,116.055501112
2014-12-26,60.6943324632,61.2755779219,60.6238784682,60.6767189645,6466883.0,60.584248096,59.2161685071,58.3467466383,59.0935336667,56.3832455071,55.2935865634,2.14487135828,2.10289504182,2.56358137233,0.977549180548,4.06871821093,2.87100029603,1.36807958891,2.2375014577,55.783165266,60.9103280107,57.1132734653,61.3190635489,52.5192918747,54.0971975878,52.1867453716,-1820.33617155,1.20300196453,1.05974550804,1.02334427729,60.0690222923,70.9958479203,72.7685922588,125.801747956
2014-12-24,60.9233079469,61.1522834307,60.6062649695,60.641491967,6405910.0,60.5516631233,59.170960527,58.3228216359,59.0565284646,56.3500502868,55.2623917478,2.15083528688,2.11484402014,2.55503660845,1.29459215802,3.8749697247,2.48350332356,1.38070259635,2.22884148748,55.7677850274,60.8778582443,57.0561165068,61.2858045471,53.282715498,53.8924274593,51.8825100134,240145.566663,1.21533141365,1.05876698033,1.02290393983,59.8672806377,71.1060628153,72.9543285538,137.987567125
2014-12-23,59.936952017,60.9937619419,59.8136575258,60.6943324632,13411294.0,60.5085100514,59.1279053078,58.3021257748,59.0194816989,56.3168707692,55.2312202367,2.16192921749,2.12399435161,2.54614022593,1.55879463925,4.75564466213,2.37782233106,1.38060474358,2.20638427658,55.7559855489,60.8482660008,57.0039109562,61.2518996594,53.921134249,54.7038327526,51.799520128,379588.593813,1.21767988015,1.06502955767,1.02275716067,59.538597092,71.2428934782,73.1694478107,124.387705375
2014-12-22,59.2324120671,59.7608170295,59.1443445733,59.6022955408,11190862.0,60.4565502301,59.0750648116,58.2823105887,58.980333918,56.2830261769,55.199561819,2.17599543911,2.14365133252,2.53660133408,0.590052208079,4.89655265212,1.18010441616,1.38148541852,2.17423964136,55.7457092546,60.8189119228,56.9314134791,61.2187161441,51.560316721,54.829742877,50.9066305819,-177954.996699,1.19947926478,1.06855225742,1.01571176117,59.1068253348,71.2566223392,73.3928275683,147.133955865
2014-12-19,59.7608170295,60.3772894857,58.7920745983,58.8977555908,24009502.0,60.4368818232,59.020658671,58.2724763853,58.9657962542,56.2573630535,55.1740481819,2.18662386854,2.19171845626,2.53372680961,-0.0616472456202,4.61473667214,0.475564466213,1.41622315216,2.16440543789,55.7387495757,60.8062031949,56.8289402147,61.2123771273,49.8311625663,54.5772187282,50.3693570451,146601.051346,1.18949828216,1.06405102996,1.01233584058,59.0235726336,71.2288974817,73.7031392629,178.087254795
2014-12-18,58.7392341021,59.6727495358,58.5454856159,59.6727495358,18030716.0,60.4389367313,58.9693838191,58.268513348,58.9673866293,56.2369487017,55.1524694274,2.18515605258,2.24788678981,2.53311242719,0.678119701822,5.84768158454,1.12726391991,1.46955291226,2.1704233833,55.7354009209,60.8016257752,56.7214970293,61.2172706089,51.9356460533,55.8368495077,50.8844665561,1194322.76444,1.16660073378,1.05465716396,1.0035290912,59.1757658283,71.1923319345,74.0643415428,126.144327092
2014-12-17,56.2381172798,58.5630991146,56.1324362873,58.1932156409,20223938.0,60.4163327413,58.9044095793,58.259119482,58.9508995529,56.2103845984,55.1262745087,2.19683121033,2.31095551645,2.5299493712,0.0616472456202,4.56189617589,-0.0528404962459,1.51192316203,2.15721325924,55.7291701108,60.7890688533,56.5934540628,61.2153650957,50.1823866597,54.6734031036,49.9577583779,604094.396799,1.15955533428,1.04408906471,1.00103384555,59.0598839812,71.0048607086,74.3789576303,185.479809039
2014-12-16,55.8153933098,57.7704916709,55.1108533599,56.1500497861,23475421.0,60.4142778331,58.853721844,58.2595598195,58.9686095748,56.1950542166,55.1085016197,2.1990101647,2.37584833072,2.52994240269,-1.96390511047,2.73009230604,-1.81419037111,1.56055598913,2.15471801358,55.7296174168,60.7895022222,56.4778735133,61.2295701747,43.3984606276,52.9058867642,48.5076789336,-377143.971504,1.10143078841,1.02530133271,0.986355929923,59.1400457831,70.9469644086,74.8040231487,1437.7918479
2014-12-15,57.4534486935,57.5415161872,56.4494792648,56.4670927635,23378508.0,60.4797413368,58.823387485,58.2746780726,59.0344902869,56.1954021712,55.1024658475,2.0944343825,2.4276206917,2.52264062743,-1.77015662424,3.223270271,-1.37385290239,1.65635385177,2.20506326417,55.7520374452,60.7973187,56.3957667933,61.2510081767,43.9712057588,53.4411432869,48.8662790698,-591443.895653,1.05328722517,1.00201237325,0.968155314549,59.9568092084,71.0710576614,75.3876486399,334.977982206
2014-12-12,57.9113996609,58.2988966334,56.995497726,57.065951721,18432381.0,60.5387465576,58.7875733709,58.2861268468,59.0945003593,56.1933015777,55.0945578175,2.00031014131,2.48585083652,2.51748040424,-0.325849726849,2.81815979978,-0.581245458705,1.7511731867,2.25261971079,55.7686464426,60.803607251,56.3017225344,61.2734242074,48.9085545723,52.9828486204,49.5171202809,-380380.646264,1.04565470904,1.0031866065,0.966687522987,61.1931870957,71.1062360459,75.9483378948,302.293030702
