,OPEN,HIGH,LOW,CLOSE,VOLUME,30DSMA,90DSMA,120DSMA,30DEMA,90DEMA,120DEMA,30DSDEV,90DSDEV,120DSDEV,30DMOM,90DMOM,120DMOM,30-90MACD,30-120MACD,120DBBAND_LOW,120DBBAND_HIGH,90DBBAND_LOW,90DBBAND_HIGH,30DRSI,90DRSI,120DRSI,PVT,30DATR,90DATR,120DATR,30DSTOCH,90DSTOCH,120DSTOCH,OSC
2014-12-31,90.3741338392,90.5305576573,89.5659441125,89.6962972942,1180320.0,93.1758582253,97.93230099,98.9016217331,96.073788936,97.8165946123,97.1805769004,3.06046077901,4.99687914966,4.82894675651,-7.35191944991,-14.5474150817,-6.17874081429,-4.75644276468,-5.72576350775,94.0726749766,103.73056849,92.9354218404,102.92918014,37.7604166667,42.0422133485,47.4619832941,-31358.2704625,1.52339418389,1.57988056264,1.56641073386,30.2772680467,41.6123020801,51.3224282223,149.679156131
2014-12-30,89.904862385,90.3480632029,89.5920147488,90.1394981121,1575662.0,93.420922207,98.0939389354,98.9531112399,96.2228557369,97.8793771036,97.2239475236,3.06657346003,4.9626402593,4.76245166418,-7.48227263165,-13.739225355,-5.73553999638,-4.67301672837,-5.53218903287,94.1906595757,103.715562904,93.1312986761,103.056579195,37.5972342264,42.4778761062,47.6354256234,-27132.9873873,1.54598873539,1.58538436365,1.56554171265,31.391026156,42.4153204645,51.4985578153,150.466180409
2014-12-29,91.2866061114,91.9644426564,91.2344648387,91.6255243839,1110865.0,93.6703312947,98.2465969949,99.0009074065,96.365047481,97.9392183821,97.2650012525,3.09463132634,4.92638761874,4.70164746523,-5.68339872369,-12.5921173557,-5.89196381447,-4.57626570014,-5.33057611179,94.2992599413,103.702554872,93.3202093761,103.172984614,40.1978417266,43.0182133565,47.5740661228,6355.51302746,1.51383495056,1.56887296063,1.57184211643,32.6249490072,43.1612368115,51.656217178,130.259802454
2014-12-26,91.3908886568,92.0426545655,91.104111657,91.7558775656,892796.0,93.8597779189,98.3865094099,99.050007105,96.475828582,97.9880330459,97.2976815635,3.13878387777,4.91503109779,4.65450729574,-5.73553999638,-12.618187992,-5.0837740877,-4.52673149108,-5.19022918612,94.3954998092,103.704514401,93.4714783121,103.301540508,40.1256732496,43.0057803468,47.9162214148,13167.2698932,1.51209690814,1.57061100305,1.57292839295,33.2759759527,43.8547357803,51.8366243642,159.308425592
2014-12-24,90.8694759298,91.2866061114,90.1916393848,90.9476878389,1009071.0,94.0509625854,98.5267114987,99.092371889,96.5861522073,98.036217299,97.3297959316,3.18061382717,4.90372099631,4.61048687184,-7.4562019953,-13.6349428096,-7.92547344955,-4.47574891334,-5.04140930364,94.4818850172,103.702858761,93.6229905024,103.430432495,37.2093023256,42.3916205994,46.783749471,-13041.9597642,1.53034635358,1.56481752831,1.584442924,33.9684306622,44.5549094061,51.9744041339,183.189954687
2014-12-23,90.3480632029,90.6869814754,90.0873568394,90.4784163846,2555297.0,94.2995026519,98.6782108633,99.1584175011,96.7179450644,98.091022665,97.366779877,3.22082299265,4.87749193839,4.54919223278,-7.4040607226,-13.7913666277,-9.22900526691,-4.37870821138,-4.85891484921,94.6092252683,103.707609734,93.8007189249,103.555702802,37.3214285714,42.2908772952,46.2658227848,-5084.84696274,1.5164420142,1.55902405356,1.58596371112,35.3051826609,45.3185482222,52.2500315785,202.070034611
2014-12-22,91.3387473841,91.3908886568,90.6609108391,91.1301822933,1907988.0,94.546304676,98.8314482703,99.2353258783,96.8637871339,98.1498799715,97.4066976229,3.20154591033,4.8334267435,4.47868157078,-6.0223169962,-14.3649206273,-7.69083772242,-4.28514359427,-4.68902120235,94.7566443076,103.714007449,93.9980215268,103.664875014,39.715048976,42.02143064,46.8940829648,50699.9866373,1.51383495056,1.57090067679,1.58531194521,36.6222219434,46.0804268886,52.5879507802,213.170566968
2014-12-19,90.2437806575,90.9476878389,89.6962972942,90.504487021,2793226.0,94.7470485759,98.9910584995,99.2994161927,96.9978037942,98.204153181,97.4430698104,3.16859810779,4.81339570497,4.41631565661,-7.35191944991,-12.2271284468,-7.03907181374,-4.24400992359,-4.55236761683,94.8831005361,103.715731849,94.1776627945,103.804454204,37.4777975133,43.3663366337,47.1721826561,74282.2075478,1.53121537479,1.59552294445,1.58987430657,37.4062791561,46.9151128455,52.8379749991,464.418928783
2014-12-18,87.6888582955,89.3313083853,87.6367170228,89.305237749,3278124.0,94.9921125575,99.1269154822,99.3580751245,97.1495778792,98.2636836186,97.483278737,3.11297336748,4.74321513194,4.34468359078,-8.91615763074,-12.8528237192,-7.09121308644,-4.13480292467,-4.36596256694,95.0133915337,103.702758715,94.3837003503,103.870130614,34.3692870201,42.9792082028,47.1500419111,16569.7677046,1.51904907783,1.58915012223,1.58965705127,37.9188633461,47.5421850236,53.0508653429,-179.723821075
2014-12-17,87.8192114772,88.7577543857,87.2717281139,88.3145535678,3279177.0,95.2893178119,99.2697246346,99.4171685669,97.3329306381,98.3329464014,97.5306703918,2.97382422998,4.63646633018,4.25408298181,-9.02044017613,-12.618187992,-8.47295681284,-3.98040682274,-4.12785075497,95.1630855851,103.671251549,94.6332583044,103.906190965,34.128440367,43.125,46.5782269952,22056.7622233,1.49906158996,1.5865430586,1.5846601793,38.8823550749,48.1846486807,53.2569744111,-118.448092497
