,OPEN,HIGH,LOW,CLOSE,VOLUME,30dSMA,90dSMA,120dSMA,30dEMA,90dEMA,120dEMA,30dSDev,90dSDev,120dSDev,30dMOM,90dMOM,120dMOM,30-90MACD,30-120MACD,120dBBand_low,120dBBand_high,90dBBand_low,90dBBand_high,30dRSI,90dRSI,120dRSI,PVT,30dATR,90dATR,120dATR,30dSTOCH,90dSTOCH,120dSTOCH,OSC
2014-12-31,60.3134544345,60.6608169632,60.1995650808,60.2451208223,151146.0,59.8723230046,56.6535567823,56.4939851434,57.5964369438,55.7457439257,54.8575643617,1.64192604356,2.77800448951,2.45495092333,3.92348823411,6.48599869181,3.9633495079,3.21876622232,3.37833786119,54.0390342201,58.9489360668,53.8755522928,59.4315612718,61.2913798755,56.6028985507,53.2967032967,-2904.09221648,0.859105357891,0.861572960554,0.805577361663,80.8764213561,66.1373445797,73.13804751,123.779413522
2014-12-30,60.5184552711,60.5810944157,60.1597038071,60.4899829327,169071.0,59.7415400635,56.5814901302,56.4609572309,57.5345268929,55.7109567647,54.8263440315,1.76300108292,2.76789680322,2.43060046346,3.46793081941,5.76849576365,4.47585159944,3.16004993331,3.28058283262,54.0303567674,58.8915576943,53.813593327,59.3493869334,59.7253273714,55.7879099531,53.7215909091,-3663.35803107,0.87675820771,0.868089962458,0.805292638279,81.3291778096,65.7668169348,73.1221119986,120.303119458
2014-12-29,61.1562356517,61.4523479713,61.0309573627,61.3213752146,203629.0,59.6259423695,56.5173957328,56.4236584675,57.4654463826,55.6740074743,54.793523768,1.82484363912,2.74305058233,2.40243237471,4.29932310124,6.64544378695,4.1740448122,3.1085466367,3.20228390197,54.0212260928,58.8260908422,53.7743451505,59.2604463151,62.6465661642,56.7746429815,53.4533119759,632.343224751,0.850373840776,0.858662454849,0.811888730013,81.7958334907,65.5093903402,73.0683847167,109.744227907
2014-12-26,61.1106799103,61.8452662415,61.1106799103,61.7370713555,160090.0,59.4826315995,56.4435574685,56.3888747608,57.3753183185,55.6303445478,54.7556953984,1.85566409285,2.70140858418,2.3607806704,5.30154941359,6.3493314674,4.44168479334,3.03907413096,3.09375683869,54.0280940904,58.7496554312,53.7421488843,59.1449660527,65.4394693201,56.4339296018,53.691084611,2003.44469782,0.856827570817,0.861889319869,0.812173453397,81.8287399146,65.1690163874,73.0438624499,105.274784103
2014-12-24,61.2245692639,61.2985973438,60.9740126858,60.9740126858,79976.0,59.3059132857,56.3730093411,56.3518607208,57.2733671741,55.5831300533,54.7152388111,1.88576048246,2.64390898505,2.3105078048,4.33918437503,5.438216638,3.18890190291,2.93290394459,2.95405256485,54.041352916,58.6623685256,53.729100356,59.0169183261,63.0658436214,55.580226715,52.6621030614,211.142392797,0.847336791344,0.854739599333,0.812173453397,81.3928763809,64.9049433882,73.0016548679,112.594394168
2014-12-23,60.9626237505,61.2872084084,60.8601233322,60.9740126858,188191.0,59.1612738065,56.3125847118,56.3252865383,57.1868686856,55.5414501397,54.6789695803,1.91951149752,2.59934253201,2.27496474458,5.00543709403,5.62043960388,2.86431724493,2.84868909473,2.83598726821,54.0503217937,58.6002512829,53.7132421798,58.9119272438,64.490603363,55.7457212714,52.378250591,-1850.39145317,0.864230378806,0.854802871196,0.813929247599,81.4407069807,64.7389177908,73.0506552622,113.305935413
2014-12-22,60.7120671724,61.0480407657,60.5013718681,60.9056790736,597989.0,58.9944259034,56.2501353828,56.3014172279,57.0983483908,55.4994479676,54.6424900984,1.97329900776,2.55319927562,2.24054573401,4.53849074396,5.06807623855,2.71056661747,2.74429052053,2.69300867545,54.0608714939,58.5419629619,53.6969361072,58.8033346585,62.8922678745,55.1373816671,52.2499527321,6511.19627948,0.872202633563,0.859421717206,0.814403786573,81.2024040515,64.5541491489,73.1246951926,114.724546971
2014-12-19,60.9512348151,61.3726254237,60.8373454614,61.1163743779,396747.0,58.8431428786,56.1938234246,56.2788291728,57.0093562546,55.4576493707,54.6061951367,1.9955662253,2.50479599497,2.20715224942,4.08862779694,5.17057665686,2.70487214979,2.64931945394,2.56431370579,54.0716769234,58.4859814222,53.6890274297,58.6986194196,61.3249211356,55.2521980565,52.2450137064,13075.1863667,0.892512901635,0.85689084268,0.812695446268,81.1320996797,64.4255463044,73.2101091636,110.350494666
2014-12-18,59.476367685,59.8522025521,59.2998391868,59.8237302137,306688.0,58.7068552853,56.1363725729,56.2562885715,56.9133592566,55.4138985939,54.5684687987,1.9744672372,2.44930446382,2.17084672809,1.91903560943,4.27085076282,2.89278958335,2.57048271245,2.45056671381,54.0854418434,58.4271352996,53.6870681091,58.5856770367,55.440749112,54.4190431299,52.3935167735,8745.62825817,0.885489724825,0.846577528986,0.812220907294,81.2409634772,64.2884017546,73.3005351444,135.648873962
2014-12-17,58.2634460684,59.1916443008,58.2634460684,58.9581711258,338976.0,58.6428874317,56.0889186755,56.2321819917,56.8453325601,55.3798037057,54.5380146184,1.96811130201,2.41823691246,2.14682737732,2.1752866552,3.67862612371,2.49417684549,2.55396875617,2.41070544002,54.0853546143,58.379009369,53.6706817631,58.507155588,56.0789306174,53.8534955858,52.077404667,6325.33637074,0.900295340803,0.84164232366,0.809705850734,82.367690413,64.231523004,73.3879451926,174.3811006
2014-12-16,58.468446905,59.1062272856,58.1210843763,58.2292792623,543850.0,58.5703778765,56.0480450519,56.2113971846,56.7959472997,55.3521373296,54.5123998092,1.99596903227,2.40021657826,2.13223783885,-0.0341668061026,2.4543155717,2.44292663634,2.52233282459,2.3589806919,54.0791593458,58.3436350235,53.6478284737,58.4482616302,49.9083689676,52.5836230668,52.0364568499,-14944.2823692,0.938258458695,0.838099099324,0.807807694839,83.4420154936,64.2273377673,73.4987427103,215.97205253
2014-12-15,59.1403940917,59.2941447191,57.7281661061,58.0071950226,597098.0,58.5715167701,56.0207748789,56.1910394627,56.7624447532,55.3298925187,54.4908604465,1.99577742966,2.38907247186,2.12445787122,0.113889353675,2.77320576199,2.32334281498,2.55074189115,2.3804773074,54.0665815914,58.3154973339,53.6317024071,58.4098473508,50.303030303,52.8998451828,51.9406392694,-22126.9469051,0.924781551843,0.835441681071,0.802018319361,85.5137747816,64.3421590932,73.6065645649,226.535223541
2014-12-12,60.3476212406,60.5810944157,59.6984519247,59.70984086,350144.0,58.5677204583,55.9899614816,56.1716782725,56.7333500948,55.3091927754,54.4704832016,1.99699582837,2.38103485734,2.11834536578,4.94279794951,4.51571287323,4.54987967933,2.57775897671,2.39604218574,54.0533329068,58.2900236383,53.6089266242,58.3709963389,62.2253521127,54.8920419494,53.8767588549,-3671.84798533,0.96464282563,0.823862930114,0.790107391122,87.6800341834,64.4220706579,73.7217667241,146.974601614
2014-12-11,60.8544288645,61.2985973438,60.467205062,60.592483351,251933.0,58.4029605266,55.9397868941,56.1337626085,56.6637779212,55.2751688638,54.4401209326,2.1007233038,2.34913174639,2.09507531568,5.85391277891,4.02029418474,5.0509928355,2.46317363254,2.26919791808,54.0386872929,58.2288379242,53.5906551477,58.2889186405,65.1176470588,54.3090820312,54.3408045415,-12041.1056486,0.963503932093,0.836707118335,0.786880526102,87.8707084358,64.3389241805,73.6759929387,129.828963424
