,OPEN,HIGH,LOW,CLOSE,VOLUME,30DSMA,90DSMA,120DSMA,30DEMA,90DEMA,120DEMA,30DSDEV,90DSDEV,120DSDEV,30DMOM,90DMOM,120DMOM,30-90MACD,30-120MACD,120DBBAND_LOW,120DBBAND_HIGH,90DBBAND_LOW,90DBBAND_HIGH,30DRSI,90DRSI,120DRSI,PVT,30DATR,90DATR,120DATR,30DSTOCH,90DSTOCH,120DSTOCH,OSC
2014-12-31,159.682140412,160.31659589,157.369447862,157.410380474,3727376.0,162.161292248,156.991730819,154.42468757,157.079684362,145.16387229,140.402439662,3.51786702364,5.3538666833,6.54316365903,-6.55945099194,8.73911255401,12.3207160597,5.16956142832,7.73660467749,147.881523911,160.967851229,151.637864136,162.345597503,41.9492589802,53.984695782,54.1522968685,-87417.5237913,2.37511478195,2.40854308134,2.40641117449,60.9621668616,82.588250929,86.459167772,2890.30752473
2014-12-30,160.787320922,161.95390035,160.193798055,160.275663278,2134434.0,162.379940614,156.894629569,154.322014936,157.071954707,145.069187807,140.303880603,3.41473329932,5.42496552026,6.5924002492,-2.26152678505,10.6834116,14.6743412207,5.48531104532,8.05792567772,147.729614687,160.914415186,151.469664049,162.319595089,47.1231450143,54.9591487745,55.0252312868,-30671.6567085,2.39285224693,2.39830992846,2.39481360123,63.1661933305,82.9619464879,86.7656363508,298.54737493
2014-12-29,161.626439458,162.608822133,160.398461113,161.851568821,2453829.0,162.45532484,156.775924996,154.19972876,156.997071568,144.951618169,140.188146196,3.39156134574,5.46687419043,6.61708970979,-2.36385831379,11.8909236391,16.9256348528,5.67939984482,8.25559608073,147.58263905,160.816818469,151.309050805,162.242799186,47.0007790184,55.5822444274,55.832157969,-10640.8294748,2.41536518325,2.40558683717,2.39839520474,64.502106125,83.256206098,87.0025564123,40.9804433066
2014-12-26,162.649754745,163.570738504,162.342760159,162.506490605,1492689.0,162.534120117,156.643803622,154.058681802,156.883603074,144.820955318,140.062608666,3.40448558259,5.48648219029,6.63298643418,1.11541366322,13.3030987356,17.6624218597,5.89031649571,8.47543831496,147.425695368,160.691668237,151.157321431,162.130285812,51.3413733694,56.2392013822,56.1101670915,-6200.28378999,2.50746355911,2.40194838282,2.38816205186,65.8000166465,83.5054017566,87.1742696013,109.617843412
2014-12-24,163.427474363,164.225660287,162.506490605,162.588355828,1608616.0,162.496939662,156.495991414,153.911494954,156.752174308,144.684218653,139.932548191,3.41088244777,5.5059259142,6.639915282,2.13872895057,12.7914410919,17.478225108,6.00094824844,8.58544470836,147.271579672,160.551410236,150.990065499,162.001917328,52.5198938992,55.9705769966,56.0387498232,23340.6629833,2.54634954003,2.40149357602,2.38816205186,66.8208100313,83.6950011014,87.3244849084,109.659443134
2014-12-23,162.895350414,163.427474363,162.117630796,163.140946083,3072368.0,162.425648697,156.35386429,153.765843078,156.615760032,144.545791831,139.801259364,3.43119620127,5.5119862331,6.63968137384,2.13872895057,13.9580205195,17.7033544712,6.07178440667,8.65980561924,147.126161704,160.405524452,150.841878057,161.865850523,52.5198938992,56.5113614665,56.1260623229,83745.405334,2.53952743812,2.39762771827,2.38304547543,67.6333810131,83.9079269823,87.4797968313,128.011555621
2014-12-22,159.927736081,161.708304681,159.272814297,161.626439458,3622999.0,162.354357732,156.198775173,153.618315124,156.463241038,144.402022346,139.666007236,3.43803346353,5.5152398205,6.62628732205,0.972149522987,12.5663117287,16.9051685471,6.15558255853,8.73604260814,146.992027802,160.244602446,150.683535353,161.714014994,51.1777832879,55.9392532405,55.8823529412,62860.8505147,2.53543417697,2.41081711531,2.37844055663,68.4397045062,84.0649226061,87.6281411841,-106.148252484
2014-12-19,158.924887099,160.766854616,158.740690347,159.211415379,7678724.0,162.321952748,156.059149488,153.477438719,156.342556995,144.268850767,139.538747553,3.44969269899,5.53531727476,6.63430108677,-1.46334086092,10.2536191793,15.5953249793,6.26280326031,8.8445140286,146.843137633,160.111739806,150.523832213,161.594466762,48.1179257699,54.9545094937,55.4764984907,183020.544822,2.54157406869,2.39717291148,2.36923071905,69.4994691542,84.2918187798,87.8006856547,-165.07327655
2014-12-18,157.71737506,159.150016462,155.732143402,159.047684933,8122804.0,162.370730777,155.945220386,153.347477678,156.275500609,144.153321441,139.424745129,3.41435835613,5.57508590674,6.6736664711,-1.79080175287,11.1746029379,15.0018021126,6.425510391,9.02325309879,146.673811207,160.021144149,150.370134479,161.520306292,47.6967623059,55.3518917859,55.2582496413,268548.924057,2.52110776295,2.39262484353,2.36104419675,71.0799041427,84.6344953682,88.0128635827,-164.05220648
2014-12-17,153.787844356,156.468930409,153.05105735,155.691210791,6196519.0,162.430424168,155.821058131,153.22246266,156.210703872,144.038164763,139.311030647,3.36961926522,5.62938472622,6.70642043402,-4.81981500344,6.63108306206,12.8323737034,6.60936603762,9.20796150816,146.516042226,159.928883094,150.191673404,161.450442857,43.2771909792,53.2432432432,54.5673076923,-47657.2037787,2.50746355911,2.37397776496,2.35183435916,72.7285252308,84.9352450058,88.2419476124,-239.657435976
2014-12-16,155.322817287,158.249499009,153.255720407,153.378518241,6962762.0,162.591084668,155.74737943,153.115526213,156.222846448,143.948068511,139.216107689,3.14460909838,5.67431854366,6.76874347457,-5.29054003562,7.3883363747,10.8266757402,6.84370523843,9.47555845581,146.346782738,159.884269687,150.073060886,161.421697974,42.5224182817,53.5870429253,53.9092521431,-176543.241786,2.46243768647,2.37170373099,2.33290302635,75.4449518616,85.4583013102,88.5359466345,-344.571827752
2014-12-15,158.576959901,159.78447194,155.977739071,156.550795632,4555217.0,162.767436003,155.665286804,153.025303915,156.289329468,143.875156387,139.134036513,2.73134009116,5.76174634715,6.83701992917,-2.81411704022,11.3587996896,14.0603520482,7.10214919934,9.74213208816,146.188283986,159.862323844,149.903540456,161.427033151,45.7231726283,55.6448331977,55.1935288781,-113073.431588,2.35191963544,2.33531918744,2.31090174767,78.3133287879,85.9549743033,88.8890671142,95.225548989
2014-12-12,159.518409966,161.933434044,157.71737506,157.778773977,3938216.0,162.861239904,155.539077918,152.908134314,156.283217986,143.777153854,139.033106177,2.55297604884,5.8656008058,6.89631669101,-0.521890796551,11.3383333839,16.3730445977,7.32216198612,9.9531055899,146.011817623,159.804451005,149.673477112,161.404678724,49.2028758987,55.6335163718,56.0541849554,-70918.6399436,2.30416492203,2.3228120006,2.29316428269,81.2211929256,86.2073617476,89.1474987513,-1141.11655495
2014-12-11,160.971517674,162.404159076,160.377994807,160.951051368,4784694.0,162.878636264,155.413096436,152.771692276,156.248261022,143.668899392,138.924474573,2.51869712553,5.93826841088,6.96080932064,4.61515194597,17.1916968276,18.8494675931,7.46553982804,10.1069439881,145.810882955,159.732501597,149.474828025,161.351364847,57.3190522558,58.5836909871,57.0999074931,-40776.6043835,2.29666060992,2.32895189232,2.27048079382,84.2389071165,86.4611253332,89.3393873985,-575.848922094
2014-12-10,162.874884108,163.632137421,160.500792641,160.725922005,3972303.0,162.724797866,155.222077583,152.614613379,156.138338508,143.535281252,138.796829756,2.76899742447,6.03386197547,6.98731115745,3.22344315517,15.9637184827,17.1712305218,7.50272028349,10.1101844865,145.627302222,159.601924537,149.188215607,161.255939558,54.9637566971,57.9091462178,56.4084937366,-75542.6115252,2.32667785835,2.32463122777,2.27952007886,85.3529735923,86.4162355912,89.4579207209,-355.376370887
