,OPEN,HIGH,LOW,CLOSE,VOLUME,30DSMA,90DSMA,120DSMA,30DEMA,90DEMA,120DEMA,30DSDEV,90DSDEV,120DSDEV,30DMOM,90DMOM,120DMOM,30-90MACD,30-120MACD,120DBBAND_LOW,120DBBAND_HIGH,90DBBAND_LOW,90DBBAND_HIGH,30DRSI,90DRSI,120DRSI,PVT,30DATR,90DATR,120DATR,30DSTOCH,90DSTOCH,120DSTOCH,OSC
2014-12-31,141.602715253,142.156731682,138.444821605,138.555624891,1949730.0,133.3044725,124.590409639,121.763386914,127.008033207,115.062478718,110.638256156,4.59735046475,8.41398186564,8.98229279141,9.77838997984,24.1274155027,20.6094111756,8.71406286148,11.5410855862,112.781094123,130.745679706,116.176427773,133.004391505,61.9823489477,59.718812765,56.1876247505,-83839.2817996,2.73961124364,2.6140341863,2.53439432457,77.1993875867,78.1529316981,74.9839405403,-79.6495651799
2014-12-30,144.317395757,144.317395757,140.882493895,141.325707038,2001617.0,132.978526168,124.322327244,121.591641821,126.738121046,114.880840265,110.476477903,4.55868763626,8.34813982235,8.85464340076,15.6786649535,26.1772762916,22.0221530707,8.65619892329,11.3868843467,112.73699842,130.446285222,115.974187422,132.670467067,69.0444145357,60.7215793057,56.6683442375,542.313331822,2.74145796508,2.59772148032,2.52239063526,77.4297081111,77.8761291617,74.994266342,-6.22223101415
2014-12-29,142.101330039,145.480830259,142.101330039,144.622104793,2573658.0,132.455904003,124.031468619,121.408123879,126.397152387,114.676380397,110.297709474,4.46653676121,8.20384233893,8.66845969114,18.2825421719,30.6371085487,25.5678582192,8.42443538364,11.0477801238,112.739664188,130.07658357,115.82762628,132.235310958,73.7068965517,62.7713625866,57.8875405914,84042.6208366,2.65743213994,2.57432967552,2.50022997808,76.6164514616,77.5533078279,74.9889681366,86.6726329562
2014-12-26,140.60548568,143.181662077,140.356178287,142.073629218,2818980.0,131.84648593,123.691056302,121.195058394,125.971164317,114.444853423,110.098802388,3.96884438639,7.97221132382,8.40324327992,14.182820594,28.5872477598,23.4625957873,8.15542962845,10.6514275366,112.791815114,129.598301674,115.718844978,131.663267626,68.8790560472,62.1240601504,57.3333333333,81546.2342383,2.64358172921,2.55247680525,2.48661040753,75.486969187,77.0486952155,74.9098556826,10.8530684299
2014-12-24,137.253686282,140.577784858,137.170583817,140.189973358,1798026.0,131.373725244,123.373420216,120.999536762,125.594787042,114.231240022,109.913510493,3.52893404958,7.79918874491,8.18345340044,9.33517683628,28.7257518671,23.739604002,8.0003050282,10.3741884817,112.816083362,129.182990163,115.574231471,131.172608961,62.0788530466,62.1685050458,57.4070872947,42299.4361297,2.67220591139,2.54201205047,2.48060856287,74.6589530621,76.5236245244,74.8253458816,104.124434069
2014-12-23,137.281387103,137.890805176,136.727370674,136.865874781,1693254.0,131.062552683,123.054245195,120.801706729,125.253640733,114.030538608,109.738060151,3.11163609026,7.69028113061,8.00053879383,4.79224211477,25.5401573978,20.4432062468,8.00830748774,10.2608459538,112.801167935,128.802245523,115.363964064,130.744526325,56.5579984837,61.1191509889,56.512530886,7705.19512397,2.62326779346,2.51523458972,2.4628338691,74.1627745456,75.8470567361,74.6648975213,81.2145655547
2014-12-22,136.201055066,136.976678067,135.203825493,136.976678067,1716853.0,130.902811279,122.770465668,120.631346677,124.982217629,113.853985884,109.580855728,2.92058279175,7.64599271063,7.8722262943,5.06925032949,26.4265836849,19.4182758523,8.13234561056,10.2714646021,112.759120382,128.503572971,115.124472958,130.416458379,56.9265707797,61.4388489209,56.1458881291,1830.24711095,2.63896492563,2.51708131115,2.47576091912,74.0386602844,75.1895986237,74.5204401799,82.7013350346
2014-12-19,136.588866566,137.890805176,135.203825493,136.256456709,3966739.0,130.733836268,122.476836961,120.469527711,124.701860406,113.675211416,109.422097893,2.69498340663,7.60160287895,7.73173779846,5.59556593747,26.7312927211,15.8171690609,8.25699930718,10.2643085565,112.737789913,128.20126551,114.875234082,130.07843984,57.5373134328,61.5403013633,54.9385919391,55981.3804371,2.64265836849,2.51246450757,2.49492065397,73.872431016,74.4778802451,74.4052146816,67.3390736219
2014-12-18,133.874186062,136.533464923,133.292468811,136.505764102,2622714.0,130.547317403,122.179822597,120.337717969,124.43178452,113.500623143,109.266593404,2.4850410196,7.57934577963,7.59393913959,2.13296325339,27.9778296874,14.5152304517,8.36749480617,10.2095994341,112.74377883,127.931657109,114.600476817,129.759168377,52.6279863481,62.0009505703,54.4955387783,113895.609889,2.75069157223,2.49892188374,2.4891496495,73.7207204169,73.7286564536,74.3907519981,98.9884763277
2014-12-17,130.8270957,133.735681955,130.8270957,133.292468811,2412107.0,130.476218628,121.868957823,120.216757715,124.149568625,113.322757462,109.108742719,2.33464922166,7.55889316777,7.44845131103,3.37950021966,24.9584401468,12.5207713056,8.60726080536,10.2594609127,112.768306404,127.665209026,114.310064655,129.427850991,54.0397350993,60.9904854843,53.9263377345,39426.6379475,2.80055305088,2.48045466942,2.48014688252,73.688515251,72.8537551704,74.3786003772,407.518841007
