,OPEN,HIGH,LOW,CLOSE,VOLUME,28DSMA,28DEMA,28DSDEV,28DMOM,30-90MACD,28DBBAND_LOW,28DBBAND_HIGH,14DRSI,PVT,14DATR,14DSTOCH
2014-01-02,83.5126804474,83.651032781,82.7102180967,82.7102180967,20229900.0,82.0688394706,82.0583776776,1.41710813444,-1.24519710852,0.873716754484,80.6517313361,83.485947605,69.2306536055,-165588.751298,1.12067831615,60.6689655719
2013-12-31,83.3189701043,83.6233540861,82.7378814615,83.2913046189,18425400.0,82.1133107959,82.0420398111,1.45695907873,-1.54958262922,0.967916032716,80.6563517171,83.5702698746,63.3801583519,-14848.5281804,1.15823243666,55.1257881412
2013-12-30,82.9315806639,83.6786982067,82.8762358564,83.4019935398,14464600.0,82.1686530326,82.0107279732,1.53091536317,-1.10683349956,1.0477813482,80.6377376694,83.6995683958,58.252432766,18981.6137399,1.19776266301,49.3969302702
2013-12-27,83.014597971,83.540344579,82.7378822395,83.3466474408,14111600.0,82.2081828005,81.9758569981,1.5775212933,-0.691775443167,1.11059810188,80.6306615072,83.7857040938,60.0618981639,86829.1447565,1.23136298852,44.6973443809
2013-12-26,82.7932262677,83.3466466579,82.6825394224,83.2913046189,11024400.0,82.2328890663,81.9414992159,1.60125030396,0.0,1.15451141057,80.6316387623,83.8341393702,63.037208641,147300.196764,1.23926923566,39.2200176821
2013-12-24,82.1291294411,82.7932283899,82.0184425935,82.7102180967,7960000.0,82.2328890663,81.9076674072,1.60125030396,-0.332047100522,1.21130516465,80.6316387623,83.8341393702,54.8209574903,335998.491996,1.26891656487,32.3740092744
2013-12-23,81.3543312345,82.2121356134,81.2436443886,81.9907646884,19954900.0,82.2447478913,81.8875521066,1.60613842745,-1.32820806439,1.25626680167,80.6386094638,83.8508863188,49.2877078573,92510.1204357,1.3183288396,27.0379434883
2013-12-20,81.4373537282,81.7970686877,80.8009091985,80.9115960457,34022200.0,82.2921838936,81.8849651645,1.61792990972,-2.01998350755,1.32497186819,80.6742539839,83.9101138033,42.1383886708,-125790.286019,1.28077505652,22.2091532609
2013-12-19,80.8839308877,81.3820092507,80.4411945654,81.3266672103,20043000.0,82.3643261617,81.9093618945,1.5990147663,-1.99230554248,1.39938220609,80.7653113954,83.963340928,38.9535446161,523715.430375,1.29065736594,18.3923599728
2013-12-18,79.7494195948,81.2989911984,79.0576440871,81.1329706106,25849700.0,82.4354799311,81.9239666775,1.59545367961,-2.01998350755,1.53157356403,80.8400262515,84.0309336107,35.5742896268,233796.189189,1.28868046867,17.0022338659
2013-12-17,80.6348929567,80.8839321415,79.4173597524,79.6663989372,23472800.0,82.5076221992,81.9437923706,1.57997032871,-5.45119258946,1.63525294765,80.9276518705,84.0875925279,27.4448344333,-19611.1252083,1.17206668414,18.5471685864
2013-12-16,80.2474960443,81.492683632,80.2474960443,80.4965379893,21348700.0,82.7023076489,82.0008734424,1.55251755945,-3.81859245028,1.86002144402,81.1497900894,84.2548252083,29.3919598814,187961.962861,1.12067724926,21.3758295746
2013-12-13,79.7494203,79.9431174438,78.9746234243,79.6663989372,24862800.0,82.8386859506,82.038578425,1.51893475422,-7.19447181844,2.03210677231,81.3197511964,84.3576207049,21.033207752,-80035.1638136,1.03568767743,23.3686340877
2013-12-12,80.2198209037,80.4411945995,79.389693066,79.7770845811,21927000.0,83.0956313727,82.0980352345,1.57008344172,-6.50269637528,2.20984854393,81.525547931,84.6657148145,24.73116819,-467179.252748,1.03963988904,25.9234111415
2013-12-11,81.1883149999,81.3266673335,79.8600949622,79.943116324,27491400.0,83.327870529,82.1562080337,1.54170719971,-6.2259789885,2.39400182765,81.7861633293,84.8695777287,24.3816059226,-601615.482312,1.04359308909,28.0646453813
2013-12-10,82.267480435,82.5995299049,81.1606341114,81.1883134325,18389100.0,83.5502269214,82.2116774334,1.48332534873,-5.14680051467,2.56962382122,82.0669015727,85.0335522702,25.5555419094,-82057.4163675,1.05742760875,30.6141204862
2013-12-09,81.4926835662,82.1014515343,80.8285846268,81.9907646884,18035700.0,83.7340412255,82.2373272456,1.49861374581,-4.37202722383,2.64997497759,82.2354274797,85.2326549714,32.0158404348,285395.388944,1.00801507457,33.4873395027
