,OPEN,HIGH,LOW,CLOSE,VOLUME,14dSMA,28dSMA,60dSMA,14dEMA,28dEMA,60dEMA,14dSDev,28dSDev,60dSDev,14dMOM,28dMOM,60dMOM,30-60MACD,30-90MACD,60dBBand_low,60dBBand_high,28dBBand_low,28dBBand_high,14dRSI,28dRSI,PVT,14dATR,28dATR,14dSTOCH,28dSTOCH,OSC
2017-01-04,228.288465584,230.751907818,227.741039552,229.565794512,6258500.0,222.937979322,218.416271372,204.102102182,212.841041386,200.956510198,184.923574558,3.62989360574,9.57248396414,15.4640342709,4.51628871329,28.3551347346,44.6325546213,13.2065333833,24.2987538172,188.638067911,219.566136453,208.843787407,227.988755336,56.7901000864,66.9995385552,332058.663825,4.61405558128,6.10685513018,59.8258580549,83.0360930036,-39.2063404718
2017-01-03,225.32320741,231.573053709,225.277597318,228.607795535,9333100.0,222.615387271,217.403587988,203.358226272,211.992149135,200.239441032,184.404856948,3.16669385572,9.84525183521,15.2909021207,5.42867759826,26.2149867614,43.1744093678,12.9249121241,23.8639316227,188.067324151,218.649128392,207.558336153,227.248839823,57.9439076401,65.6743446005,310616.328636,4.81934237981,6.22991027501,59.8864394303,82.7736987094,-91.7577683165
2016-12-30,221.080620308,222.586063565,219.164622353,221.354340167,4638300.0,222.227624585,216.467338461,202.638652782,211.148794775,199.528410581,183.891243542,2.66987678402,9.98578251685,15.0971888486,-0.501815939595,22.5534607393,38.8763401749,12.5433146801,23.3538592639,187.541463934,217.735841631,206.481555944,226.453120978,49.1114627533,64.1025512295,-17713.2533149,4.70203549814,6.05007443342,60.0951653896,82.7871921887,458.313265278
2016-12-29,221.582431685,223.042246602,220.213859763,221.126248648,4216800.0,222.263468581,215.66185772,201.990713779,210.630795595,198.981360856,183.455943328,2.66060320822,10.4746300698,15.1145720608,-1.77914486801,25.553581118,43.7860946275,12.3561139457,22.9970261607,186.876141718,217.10528584,205.187227651,226.13648779,46.9387857623,65.400688524,-81340.2581729,4.698776331,6.07240273846,64.4050779788,82.9236951521,500.798799781
2016-12-28,226.007504776,226.509316154,221.764913112,222.312339144,4759700.0,222.390550357,214.749229823,201.260945535,210.098081677,198.426316694,183.018235464,2.64454771712,11.0767987603,15.2315989159,3.46705130372,26.012191098,43.5626836403,12.4099042477,22.7922926943,186.029346619,216.492544451,203.672431063,225.826028584,55.4285524898,65.7642280104,-53715.7939278,4.87473649058,6.22470824492,69.0452884962,82.5872840601,450.570996601
2016-12-27,225.596927269,227.969131071,224.137116914,225.095115891,3608700.0,222.142903836,213.820222998,200.534900808,209.478127024,197.827632364,182.561659972,2.80961796323,11.5016588236,15.2493752447,4.06011023754,24.2482054955,46.4363977329,12.1749096291,22.2266295697,185.285525563,215.784276053,202.318564175,225.321881822,56.4774343654,64.3875800164,-9562.34495441,5.06047187063,6.24687818906,72.2468572422,82.2606390674,-250.291309717
2016-12-23,225.688170263,226.691779333,223.817782401,224.775781378,3161500.0,221.852895962,212.954215659,199.760960846,208.685461163,197.144194378,182.06744502,2.68837681531,11.5341115825,15.1598753932,4.28819719445,31.2946226131,49.2997973208,11.875348233,21.5990446952,184.601085453,214.920836239,201.420104077,224.488327242,56.7918911006,67.1356718999,-2731.66393816,5.22991467348,6.39581756264,74.2103714186,82.3900644434,-245.049162029
2016-12-22,223.817782401,227.421686791,223.817782401,225.82502335,5369100.0,221.546596162,211.836550566,198.939297557,207.868770594,196.451630424,181.571198055,2.57148792405,11.8578592962,15.1170565425,4.92688903019,32.9349482063,56.6690388215,11.7554021602,21.168224117,183.822241015,214.0563541,199.97869127,223.694409862,57.964627418,68.1247869196,338689.448124,5.35699807902,6.4880362422,76.2212470801,81.4232939755,-169.124387489
2016-12-21,219.84889691,226.783022327,217.978509048,225.32320741,9573900.0,221.194675517,210.660302416,197.994813577,206.957371562,195.715409478,181.056993374,2.25908152647,12.0508032921,15.1789768733,8.65354560726,28.7957068765,64.5332670652,11.57325862,20.5881920038,182.815836703,213.17379045,198.609499124,222.711105708,62.4847470719,65.3182167681,260636.791347,5.55749998453,6.61914076828,77.8012110188,80.3175994459,-207.326738656
2016-12-20,221.628064587,222.084247625,216.929271638,217.887288863,8160600.0,220.576565116,209.631884313,196.919259126,206.025183468,194.973313354,180.542644743,2.22618971551,11.9816395025,15.4928258063,1.8996525894,25.8610911302,55.1422412096,11.4328214598,19.921772555,181.426433319,212.412084932,197.65024481,221.613523815,53.4040807278,64.2004816673,-96817.6938637,5.47744487233,6.53202215807,78.7823381497,79.9082656012,-671.864026739
