,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-06 09:17:00,394.108,392.733,1.275,25,20,393.95,394.50,2000,2000,392.30,393.60,274,41,393.90,394.60,2000,2000,392.25,393.65,317,506,10000,14000,393.898,394.789,392.050,393.779,1.415,0.000
2017-01-06 09:18:00,393.835,392.273,1.400,226,999,393.75,393.85,2000,2000,392.15,392.65,150,25,393.60,393.95,2000,4000,392.00,392.70,2075,2364,12000,14000,393.500,394.056,391.725,392.843,1.400,140.000
2017-01-06 09:19:00,393.041,391.867,1.325,21,525,393.00,393.20,4000,8000,391.55,392.00,7,14,392.95,393.25,2000,2000,391.30,392.40,1303,3150,16000,20000,392.816,393.408,391.212,392.440,1.350,108.412
2017-01-06 09:20:00,394.237,392.681,1.550,10,10,394.25,394.30,4000,2000,392.55,392.90,25,344,394.05,394.40,2000,4000,392.50,393.00,2186,1850,12000,14000,393.971,394.501,392.325,393.129,1.305,89.039
2017-01-06 09:21:00,394.610,393.077,1.450,5,103,394.55,394.80,2000,2000,393.15,393.30,163,1244,394.50,394.85,2000,4000,393.05,393.45,2500,4405,10000,16000,394.410,394.927,392.850,393.500,1.245,87.450
2017-01-06 09:22:00,394.477,393.128,1.350,1,500,394.50,394.60,4000,2000,393.10,393.30,15,514,394.45,394.70,4000,2000,393.00,393.35,1596,4558,16000,16000,394.359,394.778,392.919,393.406,1.220,104.513
2017-01-06 09:23:00,394.471,393.363,1.325,120,476,394.50,394.75,2000,4000,393.20,393.40,220,1279,394.45,394.80,2000,6000,393.15,393.50,1328,6301,18000,22000,394.326,394.855,393.072,393.595,1.240,124.258
2017-01-06 09:24:00,395.017,394.000,1.075,2,25,395.15,395.25,2000,2000,394.00,394.25,9,100,395.10,395.30,2000,2000,393.55,394.30,145,1952,12000,12000,395.009,395.411,393.508,394.417,1.280,129.967
2017-01-06 09:25:00,394.553,393.300,1.325,14,447,394.60,394.90,2000,2000,393.20,393.65,241,662,394.55,394.95,2000,2000,392.80,393.70,792,3942,12000,10000,394.426,395.008,392.625,393.790,1.290,124.067
2017-01-06 09:26:00,394.427,393.317,1.150,300,25,394.50,394.80,2000,2000,393.30,393.70,14,114,394.45,394.85,2000,2000,393.25,393.75,904,3849,10000,20000,394.395,394.985,393.120,393.875,1.315,117.078
2017-01-06 09:27:00,394.625,393.388,1.225,252,39,394.55,394.80,2000,2000,393.35,393.55,590,226,394.50,394.90,2000,4000,393.30,393.60,3499,5602,10000,16000,394.411,394.992,393.170,393.781,1.295,113.254
