,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-06 09:17:00,545.162,540.521,4.562,13,129,544.99,545.39,2000,6000,540.40,540.85,66,28,544.94,545.43,2000,2000,540.35,540.90,676,772,10000,14000,544.856,545.524,540.100,540.950,4.465,0.000
2017-01-06 09:18:00,546.122,541.900,4.130,229,50,546.03,546.23,2000,4000,541.75,542.25,150,50,545.98,546.38,2000,2000,541.70,542.35,1002,1178,10000,16000,545.933,546.582,541.560,542.456,4.422,97.000
2017-01-06 09:19:00,544.199,539.808,4.518,242,50,544.19,544.39,4000,4000,539.60,539.95,39,250,544.09,544.44,2000,2000,539.35,540.00,698,1009,12000,12000,544.032,544.508,539.283,540.333,4.326,87.135
2017-01-06 09:20:00,543.693,539.267,4.597,286,308,543.60,543.94,2000,4000,538.90,539.45,388,195,543.55,544.00,2000,2000,538.85,539.60,830,1142,12000,12000,543.534,544.045,538.708,539.667,4.240,83.995
2017-01-06 09:21:00,543.835,539.161,4.571,3,171,543.70,544.00,2000,2000,539.05,539.50,475,41,543.65,544.09,2000,2000,539.00,539.55,743,859,12000,16000,543.611,544.151,538.800,539.863,4.125,128.456
2017-01-06 09:22:00,545.089,540.805,4.511,133,50,545.14,545.49,2000,2000,540.65,540.95,100,300,545.04,545.54,2000,2000,540.60,541.00,474,1938,12000,10000,545.024,545.601,540.350,541.170,3.968,194.383
2017-01-06 09:23:00,544.835,540.850,3.915,233,10,544.64,544.84,2000,6000,540.60,541.05,5,73,544.59,544.94,4000,2000,540.55,541.10,1053,476,14000,14000,544.483,545.054,540.429,541.157,3.908,269.670
2017-01-06 09:24:00,544.822,541.000,4.038,53,663,544.84,545.19,4000,2000,540.75,541.20,87,5,544.79,545.24,2000,2000,540.70,541.25,1025,4031,12000,10000,544.725,545.379,540.617,541.370,3.782,316.440
2017-01-06 09:25:00,544.428,540.576,4.166,159,114,544.64,544.79,4000,2000,540.40,540.70,5,148,544.59,544.84,2000,2000,540.35,540.75,252,2986,22000,12000,544.520,544.932,540.082,540.867,3.686,353.077
2017-01-06 09:26:00,543.808,539.930,3.996,52,179,543.75,544.05,4000,2000,539.65,540.15,137,104,543.70,544.09,2000,2000,539.60,540.35,368,665,14000,16000,543.675,544.153,539.543,540.456,3.650,380.708
