,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-06 09:17:00,186.436,187.673,-1.325,6415,1018,186.30,186.45,11400,7600,187.65,187.75,8835,1371,186.25,186.50,3800,7600,187.60,187.80,25263,8852,26600,30400,186.225,186.569,187.557,187.863,-1.175,0.000
2017-01-06 09:18:00,185.935,187.095,-1.300,105,598,185.80,185.90,3800,11400,187.05,187.25,5655,998,185.75,185.95,3800,11400,187.00,187.30,17099,5748,34200,45600,185.685,186.002,186.817,187.325,-1.110,150.000
2017-01-06 09:19:00,185.873,186.873,-1.200,1840,1232,185.70,185.85,7600,7600,186.90,187.05,264,2237,185.65,185.90,3800,3800,186.85,187.10,23702,10393,26600,72200,185.550,185.967,186.807,187.229,-1.090,178.194
2017-01-06 09:20:00,185.681,186.858,-1.150,2767,1595,185.60,185.75,3800,7600,186.70,186.95,10,1156,185.55,185.80,3800,3800,186.65,187.00,5580,5382,22800,22800,185.519,185.824,186.583,187.058,-1.060,180.491
2017-01-06 09:21:00,185.735,186.828,-1.150,126,100,185.75,185.80,7600,38000,186.85,187.00,714,1169,185.70,185.85,3800,3800,186.80,187.20,6695,10494,30400,140600,185.587,185.960,186.744,187.216,-1.025,181.311
2017-01-06 09:22:00,185.864,186.877,-1.075,914,2725,185.85,186.00,7600,11400,186.90,187.10,2417,957,185.80,186.05,3800,30400,186.85,187.15,7642,13014,34200,133000,185.760,186.119,186.794,187.250,-1.010,185.200
2017-01-06 09:23:00,186.083,186.991,-0.975,595,394,186.10,186.20,7600,3800,187.05,187.20,1960,342,186.05,186.25,11400,38000,187.00,187.25,6262,10135,34200,98800,185.997,186.353,186.922,187.302,-1.020,181.989
2017-01-06 09:24:00,186.066,187.149,-1.100,854,39,186.05,186.15,3800,34200,187.15,187.25,1664,888,186.00,186.20,7600,11400,187.10,187.30,7477,8626,34200,102600,185.952,186.291,187.033,187.320,-0.995,171.889
2017-01-06 09:25:00,185.914,186.882,-1.000,1,317,185.90,185.95,7600,3800,186.85,187.00,438,2087,185.85,186.00,11400,3800,186.80,187.05,6630,9620,53200,83600,185.735,186.075,186.750,187.173,-0.990,164.258
2017-01-06 09:26:00,186.031,186.984,-0.975,1425,264,186.00,186.10,3800,3800,186.95,187.10,317,3148,185.95,186.15,3800,38000,186.90,187.15,7226,9279,45600,83600,185.878,186.217,186.812,187.205,-1.015,156.612
2017-01-06 09:27:00,186.158,187.176,-1.000,2407,376,186.15,186.25,3800,15200,187.15,187.25,2150,717,186.10,186.30,7600,11400,187.10,187.30,9210,10473,26600,45600,186.075,186.388,187.050,187.325,-1.030,148.609
2017-01-06 09:28:00,186.335,187.485,-1.025,2704,240,186.30,186.40,11400,7600,187.25,187.50,1307,867,186.25,186.45,3800,3800,187.20,187.55,8784,7797,49400,26600,186.213,186.537,187.119,187.593,-1.040,141.821
2017-01-06 09:29:00,186.354,187.458,-0.975,317,50,186.40,186.45,7600,7600,187.35,187.45,517,1391,186.35,186.50,3800,7600,187.30,187.50,3840,9610,49400,45600,186.264,186.588,187.138,187.625,-1.060,135.906
2017-01-06 09:30:00,186.412,187.397,-0.975,799,9,186.35,186.40,7600,3800,187.30,187.40,3269,317,186.30,186.50,7600,11400,187.25,187.45,12546,8589,60800,49400,186.233,186.611,187.128,187.558,-1.060,131.813
2017-01-06 09:31:00,186.668,187.634,-1.100,1246,367,186.55,186.60,3800,15200,187.60,187.75,2410,619,186.50,186.65,38000,3800,187.50,187.80,13258,2685,57000,53200,186.434,186.722,187.467,187.896,-1.030,128.388
2017-01-06 09:32:00,186.876,187.900,-1.075,483,395,186.80,186.90,3800,11400,187.85,188.00,2072,786,186.75,186.95,7600,3800,187.80,188.05,13509,10138,26600,34200,186.660,187.042,187.743,188.094,-1.035,124.095
2017-01-06 09:33:00,187.106,188.229,-1.075,841,133,187.10,187.15,15200,3800,188.15,188.25,1491,283,187.05,187.20,7600,7600,188.10,188.30,7997,7866,76000,30400,186.980,187.311,188.025,188.363,-1.040,120.161
2017-01-06 09:34:00,187.334,188.410,-1.075,517,1990,187.30,187.40,15200,26600,188.35,188.50,481,1073,187.25,187.45,30400,11400,188.30,188.55,7005,10120,68400,64600,187.162,187.506,188.228,188.568,-1.065,116.574
2017-01-06 09:35:00,187.374,188.378,-0.975,570,164,187.35,187.45,7600,11400,188.30,188.45,1368,671,187.30,187.50,3800,3800,188.25,188.50,8287,10398,34200,34200,187.222,187.588,188.200,188.572,-1.120,113.295
2017-01-06 09:36:00,187.712,188.778,-0.950,9097,2,187.70,187.80,7600,3800,188.65,188.75,810,1467,187.65,187.85,3800,7600,188.55,188.80,15256,14638,91200,30400,187.643,187.938,188.481,188.863,-1.170,111.129
2017-01-06 09:37:00,187.860,189.005,-1.100,240,685,187.80,187.85,3800,3800,188.90,188.95,1720,1016,187.75,187.90,3800,3800,188.85,189.00,18090,10200,41800,30400,187.675,187.994,188.750,189.144,-1.195,112.749
2017-01-06 09:38:00,187.765,188.846,-1.100,38,464,187.75,187.80,7600,3800,188.85,188.90,8589,531,187.70,187.85,3800,11400,188.75,189.00,16879,12546,22800,30400,187.659,187.954,188.733,189.044,-1.220,115.438
2017-01-06 09:39:00,187.933,189.093,-1.200,1688,10,187.80,187.85,11400,3800,188.95,189.10,2366,1301,187.75,187.90,3800,3800,188.90,189.15,23266,6375,60800,22800,187.643,187.987,188.859,189.200,-1.205,119.134
2017-01-06 09:40:00,187.896,189.060,-1.250,2205,1369,187.75,187.90,7600,3800,189.00,189.15,10318,764,187.70,187.95,7600,15200,188.95,189.20,30002,11775,60800,53200,187.644,188.036,188.866,189.250,-1.185,120.117
2017-01-06 09:41:00,187.967,189.179,-1.200,481,114,187.85,187.95,7600,7600,189.00,189.20,1232,1241,187.80,188.00,3800,3800,188.90,189.25,18945,9594,57000,22800,187.701,188.093,188.863,189.292,-1.155,118.334
