,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-06 09:17:00,137.711,138.655,-0.900,200,100,137.75,137.80,8000,8000,138.55,138.80,550,1477,137.70,137.85,8000,8000,138.50,138.85,6205,11983,40000,40000,137.620,137.952,138.340,138.970,-0.905,0.000
2017-01-06 09:18:00,137.698,138.558,-0.900,135,235,137.65,137.75,8000,8000,138.55,138.65,1098,3100,137.60,137.80,8000,8000,138.50,138.70,21673,23149,48000,48000,137.490,137.901,138.333,138.833,-0.905,5.000
2017-01-06 09:19:00,137.693,138.742,-0.925,100,515,137.70,137.85,16000,16000,138.55,138.85,920,507,137.65,137.90,8000,16000,138.50,139.00,8783,15959,48000,56000,137.522,138.042,138.367,139.136,-0.905,5.000
2017-01-06 09:20:00,137.630,138.482,-0.900,3,100,137.55,137.65,8000,8000,138.40,138.60,1684,1109,137.50,137.70,8000,8000,138.35,138.65,9829,7498,40000,48000,137.415,137.773,138.300,138.700,-0.915,4.513
2017-01-06 09:21:00,137.658,138.553,-0.875,399,15,137.65,137.70,16000,16000,138.45,138.65,763,852,137.60,137.75,8000,24000,138.40,138.70,9566,11151,56000,64000,137.500,137.856,138.321,138.737,-0.925,5.867
2017-01-06 09:22:00,138.272,139.027,-0.925,1641,428,138.15,138.25,8000,8000,139.00,139.25,428,563,138.10,138.30,8000,8000,138.85,139.35,19017,7548,40000,48000,138.015,138.414,138.730,139.417,-0.930,12.350
2017-01-06 09:23:00,138.367,139.250,-0.900,528,1028,138.30,138.45,8000,8000,139.15,139.40,1184,1889,138.25,138.50,8000,8000,139.05,139.45,13934,15629,48000,48000,138.144,138.597,138.992,139.542,-0.940,15.208
2017-01-06 09:24:00,138.624,139.558,-0.925,480,400,138.60,138.70,16000,8000,139.50,139.65,2224,1143,138.55,138.75,16000,8000,139.45,139.70,17498,20477,56000,40000,138.453,138.867,139.364,139.750,-0.945,19.319
2017-01-06 09:25:00,138.456,139.376,-0.950,563,196,138.35,138.40,8000,8000,139.20,139.45,1676,600,138.30,138.45,8000,16000,139.15,139.50,14306,4919,72000,64000,138.212,138.533,139.033,139.569,-0.950,22.947
2017-01-06 09:26:00,138.295,139.226,-0.925,100,578,138.25,138.35,8000,16000,139.15,139.30,739,1014,138.20,138.40,16000,40000,139.10,139.40,15785,18299,80000,104000,138.098,138.484,139.015,139.435,-0.960,24.580
2017-01-06 09:27:00,138.310,139.204,-0.950,35,528,138.25,138.35,8000,8000,139.20,139.30,3104,567,138.20,138.40,8000,16000,139.15,139.35,18742,17253,72000,120000,138.106,138.490,139.044,139.413,-0.970,25.812
2017-01-06 09:28:00,138.318,139.270,-0.950,4620,5,138.25,138.35,8000,16000,139.20,139.30,3291,667,138.20,138.40,8000,40000,139.15,139.40,25462,16830,72000,112000,138.143,138.492,139.044,139.436,-0.975,27.407
2017-01-06 09:29:00,138.359,139.334,-0.950,13,648,138.30,138.45,16000,40000,139.25,139.40,3535,4539,138.25,138.50,8000,16000,139.15,139.45,17273,22328,88000,88000,138.158,138.572,139.064,139.473,-0.965,28.118
2017-01-06 09:30:00,138.576,139.532,-0.975,1820,678,138.50,138.65,16000,8000,139.45,139.65,1881,3599,138.45,138.70,8000,8000,139.40,139.70,19099,19353,64000,48000,138.363,138.783,139.263,139.750,-0.945,27.579
