,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-06 09:17:00,1113.123,1121.820,-8.950,192,4,1112.35,1112.95,750,750,1121.10,1122.10,828,111,1112.30,1113.00,750,750,1121.05,1122.55,2310,219,3750,3750,1112.162,1113.137,1120.630,1123.010,-7.425,0.000
2017-01-06 09:18:00,1113.641,1121.600,-7.575,55,218,1113.75,1114.00,1500,750,1119.50,1123.40,122,140,1113.50,1114.30,750,750,1119.45,1123.45,363,661,4500,3750,1113.070,1114.247,1118.892,1124.070,-7.330,1525.000
2017-01-06 09:19:00,1113.935,1121.505,-7.400,4,5,1114.25,1114.65,750,750,1121.25,1122.45,273,140,1114.00,1114.70,750,750,1121.20,1122.50,749,1250,3750,3750,1113.683,1114.870,1120.150,1122.860,-7.150,1263.958
2017-01-06 09:20:00,1113.949,1121.255,-6.775,25,256,1114.20,1114.40,750,750,1120.15,1122.00,248,311,1114.00,1114.50,750,750,1120.10,1122.45,433,799,4500,3750,1113.653,1114.537,1119.658,1122.670,-7.095,1136.633
2017-01-06 09:21:00,1112.575,1119.779,-7.475,14,83,1112.50,1113.15,750,1500,1119.15,1121.45,53,46,1111.60,1113.20,750,750,1119.10,1121.50,419,370,3750,5250,1111.392,1113.281,1118.250,1122.029,-6.890,1026.183
2017-01-06 09:22:00,1114.098,1121.100,-7.900,1,12,1113.25,1113.50,1500,750,1120.35,1122.20,27,3,1113.15,1113.85,750,750,1120.30,1122.25,944,203,4500,3750,1113.008,1114.014,1119.750,1122.350,-6.605,976.446
2017-01-06 09:23:00,1113.303,1120.230,-7.100,896,8,1113.00,1113.30,750,750,1119.60,1120.90,110,40,1112.45,1113.45,750,750,1119.55,1120.95,1504,246,3750,3750,1112.709,1113.694,1119.040,1121.420,-6.470,952.158
2017-01-06 09:24:00,1113.011,1119.645,-6.500,558,50,1113.00,1113.25,750,1500,1119.25,1120.00,112,48,1112.50,1113.45,750,750,1118.75,1120.45,2146,1163,3750,4500,1112.302,1113.554,1118.680,1120.575,-6.400,939.546
2017-01-06 09:25:00,1112.980,1119.120,-6.500,79,433,1112.15,1112.50,750,750,1118.20,1119.45,252,13,1112.05,1112.85,750,750,1118.15,1119.50,1317,525,3750,3750,1111.805,1112.640,1118.040,1120.200,-6.480,917.996
2017-01-06 09:26:00,1113.629,1120.164,-6.450,10,46,1113.25,1113.80,1500,750,1119.50,1120.45,27,1,1113.10,1113.85,750,750,1119.45,1120.50,796,362,6000,4500,1112.964,1113.973,1119.031,1121.008,-6.435,889.442
2017-01-06 09:27:00,1114.835,1121.200,-6.475,140,55,1114.30,1114.95,750,750,1120.70,1121.50,76,10,1114.25,1115.00,750,1500,1120.65,1122.00,989,511,3750,4500,1114.044,1115.261,1120.290,1122.183,-6.460,855.978
2017-01-06 09:28:00,1114.823,1121.064,-6.425,12,4,1114.95,1115.00,750,1500,1120.85,1121.95,5,8,1114.80,1115.30,750,750,1120.80,1122.00,131,236,3750,4500,1114.463,1115.407,1119.860,1122.250,-6.420,817.313
2017-01-06 09:29:00,1118.147,1123.720,-6.150,490,411,1118.15,1118.50,1500,1500,1123.80,1125.15,89,50,1117.65,1118.60,750,750,1123.60,1125.20,710,862,4500,6750,1117.956,1118.722,1122.717,1125.489,-6.485,782.651
2017-01-06 09:30:00,1120.408,1126.673,-6.900,58,7,1119.80,1120.00,2250,750,1126.25,1127.35,1,20,1119.75,1120.30,750,750,1126.00,1127.40,566,156,5250,4500,1119.516,1120.572,1125.693,1128.175,-6.250,752.316
