,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-06 09:17:00,102.669,102.961,-0.250,3684,9667,102.70,102.80,18000,9000,102.95,103.05,11444,2798,102.65,102.85,27000,18000,102.90,103.10,76068,180558,90000,108000,102.559,102.945,102.860,103.188,-0.380,0.000
2017-01-06 09:18:00,102.723,103.099,-0.375,4000,12413,102.75,102.80,36000,18000,103.10,103.20,4294,3488,102.70,102.85,45000,36000,103.05,103.25,90881,165402,144000,207000,102.601,102.952,103.025,103.324,-0.385,130.000
2017-01-06 09:19:00,102.825,103.142,-0.375,4172,6126,102.80,102.85,36000,36000,103.15,103.25,9968,11999,102.75,102.90,27000,27000,103.10,103.30,90513,98061,153000,261000,102.653,102.984,103.053,103.378,-0.395,105.253
2017-01-06 09:20:00,102.565,102.877,-0.350,15084,1470,102.55,102.60,9000,72000,102.90,102.95,26071,3506,102.50,102.65,9000,9000,102.85,103.00,108637,81135,72000,198000,102.445,102.773,102.781,103.043,-0.415,93.022
2017-01-06 09:21:00,102.710,103.007,-0.375,6762,6507,102.65,102.75,27000,18000,103.00,103.15,14511,51792,102.60,102.80,9000,90000,102.95,103.20,120423,127096,117000,261000,102.519,102.852,102.900,103.252,-0.425,89.394
2017-01-06 09:22:00,102.760,103.124,-0.425,27834,52492,102.75,102.80,27000,72000,103.15,103.25,12960,27743,102.70,102.85,9000,72000,103.10,103.30,169305,216593,117000,360000,102.632,102.914,103.042,103.352,-0.420,87.596
2017-01-06 09:23:00,102.750,103.117,-0.400,23749,1072,102.75,102.80,9000,9000,103.15,103.20,31686,32979,102.70,102.85,18000,36000,103.10,103.25,166247,177043,144000,288000,102.644,102.946,103.016,103.342,-0.425,81.614
2017-01-06 09:24:00,102.971,103.295,-0.425,8142,37805,102.90,102.95,18000,81000,103.30,103.40,15287,51986,102.85,103.00,45000,90000,103.25,103.45,174200,145247,153000,396000,102.758,103.025,103.191,103.487,-0.420,77.058
2017-01-06 09:25:00,102.974,103.316,-0.450,11130,27766,102.90,102.95,18000,54000,103.35,103.40,53874,54625,102.85,103.00,63000,54000,103.30,103.45,211776,137922,144000,351000,102.775,103.030,103.259,103.505,-0.410,72.621
2017-01-06 09:26:00,103.000,103.369,-0.425,897,17769,102.95,103.00,18000,63000,103.35,103.45,17487,3373,102.90,103.05,36000,108000,103.30,103.50,159904,112934,189000,342000,102.817,103.139,103.243,103.536,-0.400,68.488
