,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-06 09:17:00,127.737,128.350,-0.600,5623,5715,127.70,127.85,14000,14000,128.30,128.45,2465,6629,127.65,127.90,7000,7000,128.25,128.50,32154,49136,49000,56000,127.573,127.970,128.186,128.588,-0.600,0.000
2017-01-06 09:18:00,127.675,128.405,-0.550,240,5867,127.75,127.80,7000,7000,128.25,128.40,3211,5126,127.70,127.85,7000,7000,128.15,128.50,12309,54096,91000,49000,127.634,127.930,128.069,128.571,-0.630,0.000
2017-01-06 09:19:00,127.606,128.222,-0.600,8219,1580,127.55,127.65,7000,14000,128.15,128.25,4465,8269,127.50,127.70,21000,14000,128.10,128.30,33466,26478,91000,84000,127.453,127.772,128.042,128.367,-0.650,38.891
2017-01-06 09:20:00,127.509,128.162,-0.625,7990,5268,127.45,127.60,7000,14000,128.10,128.20,8113,15365,127.40,127.70,112000,28000,128.00,128.25,42361,60494,154000,84000,127.341,127.756,127.982,128.296,-0.670,49.898
2017-01-06 09:21:00,127.423,128.128,-0.575,10,2385,127.45,127.50,91000,21000,128.00,128.10,4600,1670,127.40,127.55,7000,7000,127.95,128.15,27623,53280,238000,84000,127.309,127.640,127.888,128.208,-0.685,57.627
2017-01-06 09:22:00,127.503,128.136,-0.650,556,7251,127.45,127.55,14000,7000,128.10,128.20,6676,5090,127.40,127.60,28000,14000,128.05,128.25,42112,50137,77000,77000,127.304,127.660,128.005,128.323,-0.690,66.796
2017-01-06 09:23:00,127.696,128.416,-0.700,477,1029,127.65,127.70,7000,14000,128.35,128.40,14047,8872,127.60,127.75,7000,14000,128.30,128.45,69275,55454,147000,70000,127.501,127.846,128.195,128.500,-0.670,71.190
2017-01-06 09:24:00,127.588,128.247,-0.700,1527,4374,127.50,127.60,98000,14000,128.20,128.30,3474,3576,127.45,127.65,14000,14000,128.10,128.35,76553,56462,182000,91000,127.338,127.748,128.121,128.427,-0.655,67.621
2017-01-06 09:25:00,127.507,128.148,-0.725,4000,5783,127.40,127.45,7000,14000,128.10,128.20,477,3625,127.35,127.50,21000,14000,128.05,128.25,71863,33964,84000,84000,127.241,127.559,128.000,128.304,-0.650,63.279
2017-01-06 09:26:00,127.469,128.143,-0.650,214,8369,127.45,127.50,7000,14000,128.10,128.15,527,12073,127.40,127.55,21000,14000,128.05,128.20,36744,56383,112000,77000,127.292,127.604,127.975,128.255,-0.675,60.031
