,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-06 09:17:00,187.339,188.343,-0.939,257,1435,187.31,187.56,4500,4500,188.25,188.50,483,2670,187.26,187.61,4500,4500,188.20,188.85,5206,13590,22500,40500,187.194,187.661,188.070,188.928,-1.143,0.000
2017-01-06 09:18:00,187.324,188.256,-0.938,1407,4500,187.26,187.41,18000,4500,188.25,188.30,3746,5807,187.21,187.46,4500,4500,188.10,188.45,13309,19577,36000,36000,187.124,187.520,188.125,188.537,-1.222,204.000
2017-01-06 09:19:00,187.257,188.450,-1.063,100,634,187.31,187.41,4500,4500,188.35,188.50,471,4500,187.26,187.46,4500,9000,188.30,188.55,4516,15979,40500,31500,187.210,187.538,188.250,188.636,-1.266,246.970
2017-01-06 09:20:00,186.757,187.791,-1.129,50,314,186.67,186.77,4500,9000,187.75,187.95,1300,5,186.62,186.87,4500,22500,187.65,188.10,10216,10243,22500,54000,186.513,186.954,187.540,188.217,-1.296,260.630
2017-01-06 09:21:00,186.584,187.885,-1.302,4356,1274,186.52,186.62,9000,4500,187.80,187.95,910,50,186.47,186.72,4500,27000,187.75,188.00,13869,11434,54000,67500,186.435,186.802,187.708,188.100,-1.306,265.276
2017-01-06 09:22:00,187.159,188.292,-1.284,40,341,187.02,187.16,4500,4500,188.30,188.45,603,970,186.97,187.21,4500,9000,188.20,188.50,14665,9021,22500,36000,186.850,187.304,188.100,188.575,-1.290,258.927
2017-01-06 09:23:00,186.919,188.162,-1.332,376,1391,186.82,187.02,4500,4500,188.20,188.30,2004,4458,186.77,187.07,4500,13500,188.10,188.40,15613,16352,27000,45000,186.686,187.138,187.942,188.475,-1.279,243.847
2017-01-06 09:24:00,187.118,188.360,-1.285,391,1507,187.12,187.21,9000,13500,188.40,188.50,341,3991,187.07,187.26,4500,9000,188.30,188.60,6340,14302,31500,58500,186.979,187.314,188.186,188.773,-1.278,226.784
2017-01-06 09:25:00,186.686,188.008,-1.279,105,1281,186.67,186.77,4500,4500,187.85,188.15,1492,970,186.62,186.82,4500,4500,187.80,188.20,5885,11465,27000,27000,186.521,186.936,187.733,188.283,-1.279,212.176
2017-01-06 09:26:00,186.618,187.889,-1.352,37,755,186.52,186.62,4500,18000,187.85,188.00,1202,341,186.47,186.67,4500,4500,187.75,188.15,11880,7602,27000,58500,186.389,186.747,187.700,188.154,-1.254,200.126
