,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-06 09:17:00,193.631,194.513,-0.850,413,1039,193.65,193.70,13500,4500,194.40,194.65,964,350,193.60,193.75,4500,31500,194.35,194.70,6507,9983,49500,54000,193.522,193.848,194.236,194.729,-0.835,0.000
2017-01-06 09:18:00,193.835,194.813,-0.876,5045,400,193.85,193.95,4500,4500,194.75,194.80,822,3000,193.80,194.00,63000,13500,194.70,194.85,21595,36390,81000,40500,193.722,194.108,194.686,194.961,-0.758,15.000
2017-01-06 09:19:00,194.168,195.235,-0.952,112,10,194.20,194.25,4500,9000,195.10,195.25,948,100,194.15,194.30,36000,27000,195.05,195.30,6548,8909,99000,63000,194.079,194.423,195.011,195.393,-0.655,75.000
2017-01-06 09:20:00,194.233,195.209,-0.828,678,2722,194.25,194.40,4500,4500,195.10,195.20,1255,9330,194.20,194.45,18000,4500,195.05,195.25,10518,32853,90000,40500,194.103,194.510,194.998,195.300,-0.566,150.261
2017-01-06 09:21:00,195.137,195.985,-0.857,25,14980,195.14,195.24,4500,18000,196.00,196.10,2574,4187,195.09,195.29,9000,4500,195.95,196.15,17207,50045,36000,54000,194.994,195.337,195.819,196.192,-0.492,202.574
2017-01-06 09:22:00,195.882,196.595,-0.661,1187,1860,195.99,196.04,9000,49500,196.55,196.80,374,1897,195.94,196.09,4500,4500,196.50,196.85,7402,33246,49500,117000,195.878,196.206,196.450,196.885,-0.482,248.597
2017-01-06 09:23:00,196.911,197.497,-0.490,17673,3523,196.99,197.03,9000,13500,197.45,197.55,374,5032,196.94,197.08,22500,9000,197.40,197.60,24752,54579,76500,90000,196.942,197.185,197.303,197.720,-0.486,268.784
2017-01-06 09:24:00,196.277,196.752,-0.437,496,100,196.24,196.29,4500,13500,196.60,196.80,374,2271,196.19,196.34,4500,4500,196.55,196.85,8229,8588,40500,49500,196.073,196.417,196.467,196.955,-0.511,269.188
2017-01-06 09:25:00,196.144,196.584,-0.386,1124,2359,196.09,196.24,22500,9000,196.45,196.65,2102,1469,196.04,196.29,13500,9000,196.40,196.70,19086,26252,54000,31500,195.952,196.425,196.375,196.750,-0.541,256.870
2017-01-06 09:26:00,196.164,196.664,-0.486,200,824,196.14,196.19,9000,9000,196.60,196.70,1330,15274,196.09,196.24,4500,4500,196.55,196.75,22272,35131,58500,54000,195.976,196.284,196.488,196.854,-0.556,242.325
2017-01-06 09:27:00,196.176,196.857,-0.611,662,3229,196.14,196.24,9000,4500,196.75,196.85,6609,324,196.09,196.29,4500,13500,196.70,196.95,21561,21493,54000,49500,196.020,196.383,196.617,197.036,-0.556,230.779
2017-01-06 09:28:00,196.042,196.632,-0.511,800,968,196.09,196.14,4500,4500,196.55,196.70,324,715,196.04,196.19,4500,4500,196.50,196.75,9957,35661,49500,49500,195.928,196.258,196.436,196.845,-0.551,221.167
2017-01-06 09:29:00,196.256,196.875,-0.562,300,4423,196.24,196.34,9000,4500,196.80,196.90,2530,2872,196.19,196.39,13500,9000,196.75,196.95,18703,32850,58500,40500,196.104,196.443,196.692,197.017,-0.551,212.576
2017-01-06 09:30:00,196.156,196.737,-0.536,82,351,196.14,196.19,22500,13500,196.65,196.75,3600,10884,196.09,196.24,18000,4500,196.60,196.80,17077,26132,81000,40500,195.997,196.286,196.558,196.844,-0.536,204.535
2017-01-06 09:31:00,196.179,196.773,-0.561,1067,3879,196.14,196.24,4500,4500,196.70,196.80,1350,5739,196.09,196.29,4500,9000,196.65,196.85,23671,30844,63000,45000,195.998,196.352,196.586,196.925,-0.541,197.099
2017-01-06 09:32:00,196.193,196.831,-0.611,1413,3006,196.14,196.19,4500,9000,196.70,196.85,6322,1263,196.09,196.24,13500,4500,196.65,196.90,28855,18514,72000,45000,196.014,196.324,196.575,196.950,-0.531,190.457
2017-01-06 09:33:00,196.146,196.681,-0.486,863,4994,196.14,196.19,13500,4500,196.60,196.70,1469,3191,196.09,196.24,9000,4500,196.55,196.80,13722,24819,49500,31500,195.998,196.282,196.523,196.871,-0.527,184.516
2017-01-06 09:34:00,196.216,196.726,-0.561,610,15,196.14,196.19,9000,18000,196.65,196.80,2092,150,196.09,196.24,13500,4500,196.60,196.85,23684,11758,63000,58500,195.994,196.347,196.554,196.908,-0.512,179.103
2017-01-06 09:35:00,196.029,196.588,-0.461,50,4779,196.09,196.14,9000,31500,196.55,196.60,145,3106,196.04,196.19,27000,9000,196.50,196.65,6113,25905,58500,54000,195.938,196.260,196.462,196.654,-0.512,174.300
2017-01-06 09:36:00,196.192,196.759,-0.586,553,2765,196.19,196.24,22500,9000,196.70,196.90,1245,1504,196.14,196.34,13500,27000,196.65,196.95,18269,37013,54000,76500,196.034,196.404,196.625,197.006,-0.488,169.740
2017-01-06 09:37:00,196.316,196.875,-0.562,100,324,196.24,196.34,9000,4500,196.80,196.90,1980,5658,196.19,196.39,4500,4500,196.75,196.95,23238,20149,40500,31500,196.095,196.449,196.700,197.029,-0.473,165.866
2017-01-06 09:38:00,196.466,196.960,-0.463,743,3130,196.44,196.54,9000,9000,196.90,197.00,1287,2496,196.39,196.59,4500,13500,196.80,197.05,18795,23861,54000,63000,196.299,196.673,196.742,197.161,-0.487,162.366
2017-01-06 09:39:00,196.496,196.943,-0.487,377,587,196.39,196.49,18000,9000,196.85,197.00,2421,1886,196.34,196.54,4500,13500,196.80,197.05,16710,9221,63000,72000,196.252,196.608,196.743,197.175,-0.492,158.858
2017-01-06 09:40:00,196.527,196.881,-0.463,16,170,196.44,196.49,18000,9000,196.85,197.00,916,574,196.39,196.54,4500,13500,196.80,197.05,16261,8733,45000,72000,196.274,196.628,196.760,197.150,-0.507,155.421
2017-01-06 09:41:00,196.496,196.858,-0.463,84,4899,196.44,196.49,9000,13500,196.85,197.00,233,3547,196.39,196.54,9000,18000,196.80,197.05,12684,15493,40500,76500,196.260,196.567,196.728,197.132,-0.506,152.152
2017-01-06 09:42:00,196.332,196.733,-0.487,100,964,196.29,196.34,9000,13500,196.75,196.85,2118,2534,196.24,196.39,4500,18000,196.70,196.90,21309,17623,36000,85500,196.146,196.473,196.656,196.955,-0.511,149.123
2017-01-06 09:43:00,196.194,196.623,-0.537,2,4747,196.14,196.24,9000,9000,196.65,196.80,595,6038,196.09,196.29,9000,4500,196.60,196.85,18028,23391,36000,90000,195.982,196.339,196.569,196.930,-0.495,146.421
2017-01-06 09:44:00,196.085,196.529,-0.511,1,100,196.09,196.14,13500,4500,196.55,196.70,2076,3724,196.04,196.19,4500,9000,196.50,196.75,10245,16686,31500,63000,195.942,196.267,196.479,196.843,-0.494,143.692
2017-01-06 09:45:00,196.108,196.586,-0.536,12,20,196.09,196.14,9000,13500,196.55,196.75,952,3068,196.04,196.19,9000,9000,196.50,196.80,10255,13757,36000,63000,195.919,196.270,196.469,196.854,-0.499,141.103
2017-01-06 09:46:00,195.861,196.385,-0.460,6,4500,195.89,195.94,18000,13500,196.30,196.45,1377,2628,195.84,195.99,4500,13500,196.25,196.50,12689,27812,49500,54000,195.730,196.078,196.186,196.592,-0.518,138.656
2017-01-06 09:47:00,195.891,196.424,-0.510,103,2618,195.84,195.89,4500,4500,196.35,196.40,642,1675,195.79,195.94,9000,4500,196.30,196.45,23925,20926,45000,31500,195.678,196.024,196.205,196.514,-0.503,136.343
2017-01-06 09:48:00,195.579,195.992,-0.458,100,6392,195.54,195.59,4500,4500,196.00,196.05,3144,2722,195.49,195.64,4500,22500,195.95,196.10,25924,28923,27000,85500,195.385,195.705,195.883,196.337,-0.498,134.133
2017-01-06 09:49:00,195.488,196.037,-0.508,100,2933,195.39,195.44,18000,18000,195.85,196.00,962,1514,195.34,195.49,9000,4500,195.80,196.15,30967,15064,67500,36000,195.237,195.569,195.713,196.113,-0.499,132.022
2017-01-06 09:50:00,195.649,196.164,-0.558,244,1042,195.54,195.64,4500,4500,196.10,196.20,2448,2496,195.49,195.69,4500,4500,196.05,196.25,27535,14516,27000,22500,195.409,195.771,196.000,196.300,-0.484,130.008
2017-01-06 09:51:00,195.578,196.120,-0.558,458,374,195.49,195.59,4500,9000,196.05,196.15,3068,2498,195.44,195.64,9000,9000,196.00,196.20,28484,19739,45000,45000,195.360,195.714,195.930,196.295,-0.469,128.107
2017-01-06 09:52:00,195.365,195.881,-0.433,600,959,195.34,195.44,9000,40500,195.75,195.90,1003,1979,195.29,195.49,9000,4500,195.70,196.05,22814,30013,49500,72000,195.201,195.584,195.641,196.037,-0.485,126.540
2017-01-06 09:53:00,195.564,196.081,-0.434,3,5200,195.59,195.64,4500,9000,196.00,196.10,1465,4194,195.54,195.69,9000,4500,195.95,196.15,11030,28698,40500,31500,195.441,195.755,195.850,196.186,-0.499,124.806
2017-01-06 09:54:00,195.829,196.226,-0.510,450,50,195.79,195.84,4500,4500,196.25,196.40,3097,1659,195.74,195.89,4500,4500,196.15,196.45,18329,17064,36000,58500,195.643,195.970,196.081,196.562,-0.509,123.108
2017-01-06 09:55:00,195.941,196.366,-0.485,47,877,195.89,195.94,4500,27000,196.30,196.50,593,729,195.79,195.99,9000,4500,196.25,196.55,17163,12302,40500,58500,195.665,196.085,196.139,196.577,-0.509,121.489
