,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-06 09:17:00,803.263,810.161,-6.837,50,182,803.34,803.79,2000,2000,810.05,810.75,38,176,803.19,803.84,3000,1000,810.00,810.80,397,1567,8000,11000,803.131,803.939,809.737,811.018,-7.187,0.000
2017-01-06 09:18:00,802.994,809.863,-7.011,221,85,803.04,803.69,1000,1000,809.95,810.80,284,30,802.99,803.74,1000,1000,809.90,810.85,1024,2361,6000,13000,802.793,804.107,809.217,811.108,-7.191,350.000
2017-01-06 09:19:00,807.852,814.607,-7.300,62,188,807.33,808.02,1000,1000,814.75,815.20,104,104,807.28,808.17,1000,1000,814.70,815.25,1320,620,5000,10000,806.499,808.173,814.110,815.880,-7.121,311.279
2017-01-06 09:20:00,807.406,814.575,-7.050,8,62,807.18,807.87,1000,1000,814.20,814.95,40,66,807.03,807.92,1000,1000,814.15,815.00,283,425,5000,5000,806.855,807.996,813.920,815.230,-7.095,257.504
2017-01-06 09:21:00,807.156,814.078,-7.148,62,519,806.88,807.23,1000,2000,813.90,814.50,152,447,806.73,807.33,1000,1000,813.85,814.80,1396,1242,6000,12000,806.641,807.333,813.683,814.833,-7.155,224.163
2017-01-06 09:22:00,808.015,815.311,-7.427,439,3305,807.92,808.32,1000,1000,815.35,815.75,61,154,807.87,808.67,1000,1000,814.90,815.80,940,4050,7000,15000,807.837,808.401,814.807,816.080,-7.105,204.136
2017-01-06 09:23:00,808.444,815.440,-7.029,62,6,808.27,808.72,2000,1000,815.20,815.85,7,69,808.22,808.77,1000,2000,815.15,815.90,310,421,9000,15000,808.107,808.936,814.894,816.087,-7.194,189.347
2017-01-06 09:24:00,807.585,814.929,-6.951,123,6,807.62,808.17,1000,1000,814.70,815.00,61,88,807.58,808.27,1000,1000,814.65,815.25,1033,4439,7000,7000,807.418,808.360,814.493,815.364,-7.253,175.305
2017-01-06 09:25:00,805.905,813.109,-6.921,6,1700,806.03,806.33,1000,1000,812.80,813.40,10,50,805.98,806.58,1000,2000,812.75,813.45,400,3919,5000,6000,805.747,806.548,812.630,813.625,-7.294,170.495
2017-01-06 09:26:00,806.123,813.273,-7.446,38,19,805.93,806.28,1000,1000,813.40,813.70,288,1587,805.88,806.33,1000,1000,813.05,813.75,1224,2367,5000,8000,805.805,806.475,812.940,813.900,-7.209,173.868
2017-01-06 09:27:00,807.515,814.955,-7.176,10,123,807.42,807.82,1000,1000,814.65,814.95,123,19,807.28,807.87,1000,1000,814.60,815.00,469,682,6000,5000,807.189,807.961,814.167,815.510,-7.268,165.833
2017-01-06 09:28:00,807.051,814.997,-7.474,61,3070,807.08,807.33,2000,2000,814.35,815.00,61,38,807.03,807.52,1000,1000,814.30,815.35,258,3795,10000,6000,806.907,807.406,814.060,815.392,-7.268,165.614
2017-01-06 09:29:00,807.156,814.609,-7.249,1,3070,807.18,807.33,3000,1000,814.15,814.85,25,187,806.83,807.48,1000,1000,814.10,814.90,273,3425,11000,6000,806.641,807.347,813.914,815.150,-7.358,160.011
2017-01-06 09:30:00,806.867,814.296,-7.123,7,2670,806.83,807.33,1000,1000,814.05,814.35,59,433,806.63,807.42,4000,1000,814.00,814.60,677,3735,8000,5000,806.471,807.375,813.850,814.650,-7.478,156.457
2017-01-06 09:31:00,806.027,813.221,-7.021,58,123,805.98,806.53,1000,1000,813.05,813.50,7,61,805.93,806.58,2000,1000,813.00,813.55,581,1530,8000,6000,805.846,806.723,812.556,813.750,-7.653,158.616
2017-01-06 09:32:00,807.338,814.610,-7.474,58,123,806.98,807.62,1000,1000,814.45,815.10,159,300,806.93,807.67,1000,1000,814.40,815.15,659,719,5000,5000,806.827,807.777,813.930,815.290,-7.792,191.437
2017-01-06 09:33:00,807.017,814.725,-7.474,66,62,806.88,807.48,1000,2000,814.35,814.95,65,65,806.83,807.62,1000,1000,814.30,815.05,402,743,6000,6000,806.598,807.727,814.050,815.175,-7.782,226.948
2017-01-06 09:34:00,807.312,814.832,-7.699,81,123,806.93,807.48,1000,1000,814.65,815.15,66,61,806.88,807.52,1000,1000,814.45,815.25,556,556,6000,5000,806.797,807.785,814.092,815.370,-7.810,252.991
2017-01-06 09:35:00,807.299,814.523,-7.724,88,123,807.03,807.67,1000,1000,814.85,815.30,30,61,806.98,807.72,1000,1000,814.80,815.55,410,495,5000,19000,806.830,807.828,814.590,815.905,-7.820,267.934
2017-01-06 09:36:00,806.626,814.553,-7.896,8,55,806.43,806.58,1000,2000,814.05,814.75,55,117,805.93,806.63,1000,1000,814.00,814.80,920,567,8000,7000,805.829,806.920,813.688,815.071,-7.835,272.309
2017-01-06 09:37:00,805.562,813.683,-8.168,19,32,805.33,805.58,1000,1000,813.50,813.75,161,81,805.13,805.63,2000,1000,813.15,813.95,842,407,8000,7000,805.050,805.762,813.094,814.100,-7.815,268.502
2017-01-06 09:38:00,806.154,813.540,-7.421,200,233,806.08,806.48,2000,50000,813.40,814.00,16,209,806.03,806.58,1000,1000,813.10,814.65,637,1130,9000,55000,805.845,806.672,813.094,814.071,-7.910,262.079
2017-01-06 09:39:00,805.496,813.447,-7.843,142,1000,805.48,805.63,1000,1000,813.15,813.65,200,1000,805.38,805.73,2000,1000,813.10,813.75,1887,5028,8000,7000,805.329,805.862,812.962,813.850,-7.915,257.512
2017-01-06 09:40:00,807.178,814.816,-7.772,407,38,806.48,806.73,1000,2000,814.10,814.65,2500,48,806.38,807.23,1000,1000,814.05,814.70,8644,908,54000,7000,806.092,807.306,813.894,814.907,-7.845,252.795
2017-01-06 09:41:00,806.138,813.900,-7.970,223,200,805.93,806.33,1000,1000,813.80,814.40,61,16,805.88,806.63,1000,1000,813.75,814.45,534,701,5000,7000,805.846,806.621,813.500,814.700,-7.720,247.525
2017-01-06 09:42:00,805.818,813.686,-8.069,123,62,805.38,805.93,1000,1000,813.50,813.95,849,97,805.33,806.03,1000,4000,813.35,814.00,1426,620,5000,9000,805.309,806.161,813.250,814.367,-7.549,243.608
2017-01-06 09:43:00,806.041,813.775,-7.894,136,130,805.78,806.13,2000,1000,813.70,814.00,308,188,805.73,806.43,2000,1000,813.50,814.30,876,941,7000,5000,805.660,806.506,813.157,814.420,-7.317,244.507
2017-01-06 09:44:00,806.090,813.979,-7.871,61,113,806.03,806.33,1000,1000,813.65,814.45,79,80,805.98,806.73,1000,1000,813.60,814.50,281,953,6000,6000,805.923,806.850,813.317,814.783,-7.180,265.661
2017-01-06 09:45:00,806.149,813.896,-7.422,32,28,806.33,806.58,1000,1000,813.75,814.00,30,100,806.08,806.63,2000,1000,813.50,814.80,124,394,6000,6000,806.028,806.675,813.192,814.758,-7.134,295.567
2017-01-06 09:46:00,805.413,813.075,-7.343,763,11,805.33,805.48,1000,1000,812.30,813.20,16,50,805.18,805.63,1000,1000,812.25,813.25,893,259,7000,5000,805.290,805.997,812.129,813.610,-7.022,319.044
2017-01-06 09:47:00,804.652,812.079,-7.217,100,24,804.83,805.08,2000,1000,812.00,812.35,11,46,804.53,805.13,1000,1000,811.05,813.05,315,788,7000,5000,804.545,805.245,811.043,813.040,-7.006,338.566
2017-01-06 09:48:00,802.055,809.532,-6.733,20,62,802.34,802.79,1000,1000,808.80,809.80,62,59,801.99,802.84,1000,1000,808.75,809.85,433,1375,9000,5000,801.795,803.051,808.311,810.170,-7.142,347.065
2017-01-06 09:49:00,803.446,810.800,-7.187,58,62,803.39,803.89,1000,1000,810.65,811.00,25,150,803.34,803.94,1000,1000,810.60,811.95,421,1280,5000,6000,803.221,804.120,809.950,811.883,-7.288,343.001
2017-01-06 09:50:00,804.317,811.685,-7.189,123,30,804.29,804.63,3000,2000,811.30,812.00,62,61,804.24,804.98,1000,1000,811.25,812.30,824,2464,7000,6000,804.119,805.247,810.971,812.400,-7.337,338.283
2017-01-06 09:51:00,802.626,809.800,-6.786,6,62,803.04,803.34,2000,1000,809.50,810.45,23,62,802.64,803.39,1000,1000,809.45,810.50,87,531,9000,7000,802.516,803.522,809.056,810.743,-7.533,335.088
2017-01-06 09:52:00,803.318,810.279,-7.136,62,123,802.99,803.49,1000,1000,810.05,810.70,106,61,802.94,803.54,1000,1000,810.00,810.90,534,421,5000,7000,802.866,803.653,809.690,811.114,-7.673,341.357
2017-01-06 09:53:00,804.539,811.727,-7.414,19,1,804.14,804.24,1000,2000,811.30,811.90,30,95,804.09,804.34,1000,1000,811.25,811.95,459,99,5000,6000,803.898,804.346,810.960,812.467,-7.828,354.455
2017-01-06 09:54:00,804.838,812.096,-7.914,50,200,804.19,804.53,3000,2000,812.00,812.55,123,100,804.14,804.83,1000,1000,811.70,812.60,1596,416,7000,7000,803.947,804.748,811.557,812.950,-7.838,367.351
2017-01-06 09:55:00,803.626,811.197,-7.437,2,30,803.39,803.79,1000,3000,810.60,811.45,917,1,803.34,803.84,1000,1000,810.55,811.50,1013,421,8000,7000,803.317,804.102,810.212,811.664,-7.974,373.312
