,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-06 09:17:00,578.775,580.591,-1.725,9,559,579.00,579.15,2000,2000,580.70,580.90,104,374,578.80,579.20,2000,2000,580.40,581.00,1372,8895,12000,22000,578.699,579.368,580.358,581.232,-2.130,0.000
2017-01-06 09:18:00,578.290,580.403,-2.000,265,730,578.50,578.60,4000,2000,580.35,580.75,17,43,578.25,578.65,2000,6000,580.20,580.80,436,3502,18000,20000,578.357,578.715,580.089,580.890,-2.210,405.000
2017-01-06 09:19:00,578.413,580.504,-2.175,211,2099,578.20,578.45,2000,2000,580.45,580.55,461,623,578.15,578.50,4000,2000,580.35,580.60,4500,3374,14000,14000,578.055,578.480,580.307,580.700,-2.250,377.347
2017-01-06 09:20:00,577.779,579.967,-2.275,224,40,577.60,577.70,2000,2000,579.80,580.05,21,26,577.55,577.90,2000,2000,579.70,580.10,1695,1043,14000,10000,577.460,577.975,579.579,580.210,-2.270,348.836
2017-01-06 09:21:00,577.766,580.100,-1.950,100,1171,578.00,578.10,8000,2000,579.85,580.15,273,10,577.85,578.15,2000,4000,579.80,580.20,758,5806,22000,12000,577.752,578.233,579.718,580.292,-2.410,322.586
2017-01-06 09:22:00,578.108,580.519,-2.250,1,67,578.20,578.30,2000,4000,580.40,580.60,90,99,578.15,578.40,2000,2000,580.20,580.65,660,3084,20000,12000,578.057,578.523,580.095,580.708,-2.470,335.998
2017-01-06 09:23:00,578.526,580.817,-2.400,50,16,578.30,578.50,2000,2000,580.75,580.85,121,209,578.25,578.60,2000,4000,580.55,581.00,3128,1531,22000,14000,578.135,578.709,580.336,581.093,-2.485,336.668
2017-01-06 09:24:00,577.422,579.919,-2.375,50,20,577.40,577.45,2000,4000,579.70,579.90,558,25,577.35,577.75,2000,2000,579.55,580.05,2410,5840,14000,12000,577.250,577.852,579.493,580.125,-2.570,328.568
2017-01-06 09:25:00,577.582,580.000,-2.375,1,5,577.50,577.65,4000,2000,579.90,580.00,104,265,577.45,577.80,2000,2000,579.80,580.10,3391,3886,16000,10000,577.360,577.936,579.681,580.230,-2.620,327.509
2017-01-06 09:26:00,577.549,579.958,-2.650,1159,67,577.15,577.40,2000,2000,579.75,580.10,547,25,577.10,577.55,4000,2000,579.70,580.20,6659,721,14000,12000,577.028,577.602,579.557,580.342,-2.545,330.084
2017-01-06 09:27:00,576.678,579.250,-2.550,1000,21,576.55,576.75,2000,2000,579.05,579.35,25,1170,576.50,576.80,2000,2000,579.00,579.40,2335,1930,14000,10000,576.469,576.860,578.914,579.450,-2.475,316.042
2017-01-06 09:28:00,576.247,578.846,-2.475,201,1,576.30,576.35,2000,2000,578.70,578.90,426,26,576.20,576.55,4000,2000,578.65,578.95,2123,5746,28000,20000,576.118,576.693,578.564,579.020,-2.425,301.338
2017-01-06 09:29:00,577.131,579.882,-2.800,317,296,577.05,577.15,2000,20000,579.80,580.00,971,926,577.00,577.35,2000,4000,579.75,580.30,3352,4257,12000,38000,576.927,577.427,579.667,580.203,-2.325,289.028
2017-01-06 09:30:00,577.354,579.858,-2.625,17,122,577.20,577.45,4000,2000,579.85,580.05,962,426,577.15,577.50,2000,20000,579.65,580.15,2622,1954,20000,28000,577.082,577.584,579.560,580.164,-2.275,285.882
2017-01-06 09:31:00,578.523,581.099,-2.275,522,297,578.40,578.70,2000,4000,580.70,580.95,459,729,578.35,578.75,2000,2000,580.60,581.15,4194,4504,58000,14000,578.279,578.855,580.422,581.143,-2.290,290.504
2017-01-06 09:32:00,578.569,580.634,-2.200,167,347,578.50,578.60,6000,2000,580.65,580.85,164,454,578.45,578.70,2000,2000,580.50,580.90,1626,1730,22000,28000,578.326,578.742,580.445,580.986,-2.365,288.273
2017-01-06 09:33:00,578.629,580.857,-2.225,876,713,578.50,578.80,2000,2000,580.80,580.95,293,2654,578.45,578.85,2000,12000,580.75,581.00,3867,5006,16000,24000,578.402,578.878,580.612,581.100,-2.450,280.471
2017-01-06 09:34:00,578.771,581.011,-2.300,185,50,578.65,578.90,24000,4000,581.00,581.15,570,275,578.60,578.95,2000,2000,580.75,581.25,3228,3354,36000,26000,578.515,579.032,580.886,581.331,-2.535,272.164
2017-01-06 09:35:00,579.296,581.642,-2.375,59,220,579.25,579.45,4000,4000,581.60,581.85,157,526,579.20,579.50,2000,6000,581.55,581.95,631,1324,14000,38000,579.127,579.536,581.507,582.021,-2.575,269.088
2017-01-06 09:36:00,579.382,581.660,-2.350,21,727,579.35,579.50,2000,4000,581.65,581.90,265,2,579.25,579.55,2000,2000,581.60,581.95,1339,2301,12000,36000,579.145,579.594,581.458,582.039,-2.670,270.803
2017-01-06 09:37:00,579.842,582.375,-2.575,264,27,579.75,579.90,2000,16000,582.35,582.45,11,24,579.70,579.95,4000,4000,582.20,582.60,1780,1365,16000,32000,579.624,580.049,582.144,582.584,-2.725,277.286
2017-01-06 09:38:00,580.129,582.445,-2.650,626,150,579.95,580.15,6000,10000,582.60,582.80,37,100,579.90,580.20,2000,4000,582.40,582.85,5382,2744,18000,56000,579.753,580.304,582.372,582.964,-2.785,281.776
2017-01-06 09:39:00,579.838,582.420,-2.725,427,36,579.85,579.95,2000,4000,582.50,582.75,318,807,579.80,580.00,4000,10000,582.45,582.80,899,1534,16000,54000,579.803,580.082,582.331,582.935,-2.820,284.411
2017-01-06 09:40:00,579.844,582.427,-2.575,12,664,579.85,579.95,4000,2000,582.35,582.60,186,230,579.80,580.00,6000,4000,582.30,582.65,1484,3201,22000,26000,579.721,580.060,582.209,582.731,-2.880,284.437
2017-01-06 09:41:00,579.607,582.188,-2.825,459,30,579.45,579.50,2000,2000,582.15,582.45,2,469,579.40,579.55,2000,8000,582.10,582.50,2602,589,12000,20000,579.210,579.564,581.917,582.590,-2.870,285.323
2017-01-06 09:42:00,579.256,581.893,-2.850,202,125,579.05,579.10,2000,2000,581.85,582.00,1170,26,579.00,579.20,2000,4000,581.70,582.05,5240,605,14000,16000,578.902,579.288,581.614,582.119,-2.885,282.406
2017-01-06 09:43:00,578.964,581.715,-2.950,305,991,578.75,578.90,2000,12000,581.65,581.90,2602,25,578.70,579.00,2000,4000,581.55,581.95,5062,1586,18000,28000,578.627,578.959,581.444,581.996,-2.880,278.694
2017-01-06 09:44:00,579.023,581.846,-2.900,71,288,578.85,579.00,2000,4000,581.70,581.95,81,48,578.80,579.05,18000,6000,581.65,582.00,2699,1133,30000,22000,578.707,579.115,581.593,582.105,-2.910,274.094
2017-01-06 09:45:00,578.791,581.817,-2.875,12,26,578.85,579.00,2000,2000,581.70,581.90,195,25,578.75,579.05,18000,2000,581.65,581.95,827,1686,32000,22000,578.702,579.161,581.600,582.050,-2.935,269.692
2017-01-06 09:46:00,579.027,582.044,-2.775,22,297,579.05,579.25,2000,2000,581.85,582.00,651,292,579.00,579.35,2000,18000,581.80,582.15,1239,3899,36000,32000,578.940,579.440,581.639,582.237,-3.015,265.198
2017-01-06 09:47:00,579.037,581.860,-2.925,2356,24,578.90,579.10,18000,6000,581.85,582.00,375,534,578.85,579.20,6000,2000,581.70,582.05,4980,3178,38000,30000,578.821,579.278,581.708,582.120,-3.010,262.081
2017-01-06 09:48:00,578.794,581.523,-2.925,189,124,578.50,578.65,2000,2000,581.45,581.55,104,182,578.45,578.75,2000,2000,581.35,581.60,5043,618,12000,10000,578.358,578.772,581.308,581.700,-2.980,258.795
2017-01-06 09:49:00,577.662,580.803,-3.050,395,83,577.70,577.90,4000,16000,580.70,581.00,586,451,577.60,577.95,2000,2000,580.60,581.05,1846,4173,14000,24000,577.571,578.033,580.550,581.050,-2.895,255.332
2017-01-06 09:50:00,577.320,580.381,-3.000,211,76,577.35,577.40,2000,2000,580.30,580.45,2,25,577.30,577.45,4000,6000,580.10,580.50,1147,1736,26000,16000,577.226,577.565,580.038,580.550,-2.830,251.447
2017-01-06 09:51:00,577.341,580.294,-3.175,178,180,577.05,577.15,2000,2000,580.25,580.30,1967,50,577.00,577.30,8000,2000,580.20,580.35,9338,1123,18000,18000,576.862,577.376,580.161,580.511,-2.800,248.375
2017-01-06 09:52:00,577.310,580.343,-2.900,20,370,577.45,577.50,2000,2000,580.30,580.45,5,65,577.35,577.55,2000,4000,580.25,580.50,431,2978,10000,18000,577.244,577.621,580.200,580.594,-2.820,247.484
2017-01-06 09:53:00,577.756,580.750,-2.775,6,200,577.95,578.00,2000,6000,580.60,580.90,2,30,577.80,578.15,2000,4000,580.55,580.95,276,3010,18000,20000,577.712,578.238,580.500,581.045,-2.905,246.069
2017-01-06 09:54:00,577.623,580.421,-2.625,36,689,577.60,577.85,2000,2000,580.25,580.45,1486,887,577.50,577.90,2000,10000,580.20,580.50,2950,5501,46000,24000,577.441,577.964,580.015,580.550,-3.010,243.034
2017-01-06 09:55:00,577.942,580.612,-2.675,130,1043,577.90,578.00,4000,4000,580.50,580.75,345,5,577.75,578.05,4000,8000,580.45,580.80,1483,1620,20000,22000,577.707,578.069,580.400,580.859,-3.120,240.539
